Theme;Is Under The Theme;Word;Translation;Image;Definition;Conjugation;Declensions;Examples;Pronunciation;OLD
A;AugustaESP;abusar;intr. yomduamün (intr.). Yomduamürpuy pu pichike che 'los chicos abusaron (del permiso de coger flores)'. ¡¿Yomduamürkeymi ama?! '¡¿has abusado, pues!?' (digo al mozo que abusó del permiso de salir un corto rato). «Ñamiaymün mufün rayen» ñi pingen mew, rume al'ün nüyngün '«por habérseles dicho cojan algunas flores», tomaron un exceso'.;;;;;;;
A;AugustaESP;abuso;s. ? abusar.;;;;;;;
A;AugustaESP;acá;adv. fapüle, tüfa püle, tüfa mew. | Más acá: doy fapüle.;;;;;;;
A;AugustaESP;acabado;adj. [Consumado, perfecto] müt'e küme, trür küme. V. perfecto. El enfermo está muy acabado 'müt'ewe nagmey kutrankülelu'. Él está muy acabado por el trabajo 'müt'ewe nagmey ñi küdawpeyüm'.;;;;;;;
A;AugustaESP;acaballar;act. V. engkol, pürpun.;;;;;;;
A;AugustaESP;acabar;"act. Terminar un trabajo: dewmakünun kiñe küdaw. | Poner fin a: fent'ekünun (unitr.). Acabemos la conversación 'fent'ekünuayyu nütramkan'. | Consumir, apurar: apümün, püshamün. | Acabarse [provisiones, etc.]: afün; [haber llegado a su término la acción] puwün; [perecer] püshan (intr.). | Acabar con algo: apümün; püshamün (unitr.). | Acabar en algo: afürpun, afpun (intr.); rpu (partíc. interp.). La pluma acaba en una punta 'pluma afürpukey kiñe punta mew'. Tintero acaba en o 'tintero afpun niey o, afpukey o mew'. La espada acaba en una punta 'wechun mew yungkülerpukey espada'. | Acabar de: we, müñal (adv.). Mi padre acaba de morir 'we ñami ñi chaw'. Acabé de montar el caballo, (cuando) llegó un forastero 'müñal pürakawellun, akuy kiñe witran'.";;;;;;;
A;AugustaESP;acaecer;intr. rupan (intr.), kiñe düngu.;;;;;;;
A;AugustaESP;acalambrarse;trüküfün, trükofün'ün, trükon, trükun (intr.).;;;;;;;
A;AugustaESP;acallar;"act. ñiküfülün; küshküshtun (unitr.). V. küshküsh. Acallar a tu guagua 'ñiküfülnge mi püñeñ'.";;;;;;;
A;AugustaESP;acalorado;"Estar: arentulen; [una parte del cuerpo] aren, arelen (intr.).";;;;;;;
A;AugustaESP;acalorar;act. arentulün, alinkülün, lüflüfülün. Quítame la frazada, me acalora demasiado 'entulen ültu, müt'ewe arentulenew'. No tomo vino, me acalora el estómago 'pütukelan finu, lüfüfülmanew (o alinkülmanew) ñi piwke'. | Acalorarse, tener mucho calor: arentun, alinkün, lüflüfün (intr.). | Acalorarse [en la conversación]: alinküluwün (refl.). El asunto es para acalorarse 'alinküluwün ngey düngu'.;;;;;;;
A;AugustaESP;acamado;Estar [las mieses]: ilawün, ilawkülen, larkülen (intr.).;;;;;;;
A;AugustaESP;acamar;"act. [Las mieses] larümün, ilawkünun (unitr.); larümketranün (intr.). | Acamarse: larün, ngütantun, ilawün (intr.).";;;;;;;
A;AugustaESP;acampar;intr. wechi mapu uman.;;;;;;;
A;AugustaESP;acanalado;Estar: trolkofkülen.;;;;;;;
A;AugustaESP;acanalar;act. trolkofkünun. | Acanalarse [el camino por las lluvias]: lolün (intr.).;;;;;;;
A;AugustaESP;acariciar;"act. mampütun, mampükan; [con palmadas] chapadün, chapashün, chaparün, chapashchapashtun. Me hizo muchas caricias con la mano 'chapashchapashtuenew'. A los chicos se le dan palmadas (sobre el cuerpo y las piernas) para que duerman 'püchüke che chapashüngekey ñi umawtuam'. | Recibir a alguno con muchas atenciones: poyetun, ñegtun (Pangui. p. us.). Müt'e küme o rume küme poyetuenew feychi wentru 'el hombre me recibió muy bien, me hizo muchas atenciones'.";;;;;;;
A;AugustaESP;acarrarse;chingkotrawün (intr.). Ofisha chingkotrawükey ñi llawfentuam (o llawfen mew) 'el ganado se acarra para tomar la sombra (en la sombra)'.;;;;;;;
A;AugustaESP;acarrear;"act. wiñamün, wiñamtun; akulün [conducir acá]; puwülün [allá].";;;;;;;
A;AugustaESP;acartonar;act. kartonükun. | Acartonarse: kartonkünuwün.;;;;;;;
A;AugustaESP;acaso;adv. [Por casualidad]: adno, ashno, ñi ngünewnon, ñi ngünewnofel. Ashno (o ñi ngünewnofel) konmapan düngu 'por casualidad me ha sucedido eso'. | Quizá, tal vez: ngepey (Pangui.), pe (interp. o elíptica), chey, chi.;;;;;;;
A;AugustaESP;acaudillar;"act. ngünen (unitr.); ngünekon'an (intr.); o tradúzcase: ser jefe.";;;;;;;
A;AugustaESP;acceder;intr. [Consentir] main, feyentun.;;;;;;;
A;AugustaESP;acceso;m. V. llegar, acercarse, entrada, camino.;;;;;;;
A;AugustaESP;accidente;"m. [Desgraciado] (wefa) inawtun (intr.) o inawtu (s.), iñawtun (Pangui.), illüfün (intr. Pangui.); wesha düngu. Hubo un accidente 'mülefuy wesha inawtun' o 'wesha düngu. Tuve un accidente (en el trabajo) 'wesha inawtun, wesha dünguñman'. | Los accidentes de pan y vino: tómese el término español.";;;;;;;
A;AugustaESP;acción;f. Acción buena [mala] y hacer tal acción: küme (weda) femün. | Hacer acciones con las manos: maychitun (intr.).;;;;;;;
A;AugustaESP;accionar;intr. maychimaychiyen, nüwfününfüyen (unitr.) ñi kug. Femngen ñi düngun maychimaychiyekey ñi kug 'él acciona conforme a lo que habla'. Nüwfününfüyey ñi kug 'hizo muchas acciones con las manos'.;;;;;;;
A;AugustaESP;acechar;act. lloftun.;;;;;;;
A;AugustaESP;acecinar;act. [Salar carnes y exponerlas al humo o al aire] angimün, anginaünun.;;;;;;;
A;AugustaESP;acedía;f. Tener acedía: achirkun, achidkon, achüdkon, alülün (intr.).;;;;;;;
A;AugustaESP;acéfalo;adj. ngeno longko.;;;;;;;
A;AugustaESP;acelerar;act. matulkan, awelkan. Matulkange mi trekan 'acelera tus pasos'. | Acelerarse quien está en marcha: kunulkülerüpun (intr. Pangui.). V. apresurarse.;;;;;;;
A;AugustaESP;acepción;f. Significado. La palabra tiene muchas acepciónes 'chi n'emül al'ün kakenme düngun mew konkey'.;;;;;;;
A;AugustaESP;acepillar;La ropa: V. escobillar.;;;;;;;
A;AugustaESP;aceptable;adj. llowfal. | Ser aceptable: llowfalün, llowfat ngen.;;;;;;;
A;AugustaESP;aceptar;"act. llowün, nün, tun; [consejos, etc.] yen (unitr.); [consentir] main (intr.). Llowmalagenew ñi sigaro 'no aceptó mi cigarro'. Yemün tüfachi düngu 'acepten la propuesta'. Maymalagenew ñi düngu 'no ha querido aceptar mi petición'.";;;;;;;
A;AugustaESP;acequia;f. zanka, rünan.;;;;;;;
A;AugustaESP;acerca;¿No habló (él) acerca de la venta de la casa? '¿wülrukan düngu konümpapelay nütram mew?'. ¿Acerca de qué habló? '¿chem düngu mew rumey ñi nütram, chem kam nütramyey?'.;;;;;;;
A;AugustaESP;acercado;La mesa no está bien acercada a la pared 'newe fülpulay mesa pared mew'.;;;;;;;
A;AugustaESP;acercar;"act. püllekünun, püllentükun, fülümün. Püllentükunge lifro mi ange mew 'acerca el libro a la cara'. | Acercarse [acá]: püllekonpan, püllepan, lleküpan, konpan; [allá] püllekonün, püllekonpun, püllepun, konpun, lleküpun (intr.), inaluwmen (refl.).";;;;;;;
A;AugustaESP;acertadamente;"adv. Hacer algo acertadamente: tutelün; tutelkan, kümelkan (intr./unitr.).";;;;;;;
A;AugustaESP;acertado;[Ser p. ej. lo que uno dice] legkülen, legün, legngen (intr.).;;;;;;;
A;AugustaESP;acertar;act. [También acertijos] küllin küllün (Pangui.). Di en el blanco 'küme küllifiñ'. | Acertar con una casa [etc.]: norkonpun, itropun, itrokonpun ruka (etc.) mew. | Hacer algo con acierto: kümelkan (intr./unitr.). Kümelkaymi mi küdaw 'has hecho bien tu trabajo'. V. tuten, tutelkan.;;;;;;;
A;AugustaESP;acertijo;m. konew.;;;;;;;
A;AugustaESP;achacoso;adj. [Ser] ngen'kutran ngen (o ngewe).;;;;;;;
A;AugustaESP;achatar;act. chapüdkünun. | Cabeza achatada: chapüd longko.;;;;;;;
A;AugustaESP;achicar;"act. doy püchükünun (Pangui.); [p. ej. leña] doy pichikünun (Huapi). | Achicarse: doy püchükünuwün (refl.).";;;;;;;
A;AugustaESP;achicoria;f. lluysha ngüadoñ (Pangui.) [de Luisa].;;;;;;;
A;AugustaESP;achocar;act. Arrojar contra la pared: ütrüfpuwülün inaltu ruka (o kadil ruka) mew.;;;;;;;
A;AugustaESP;achupalla;f. sücho.;;;;;;;
A;AugustaESP;acicate;m. V. espuela.;;;;;;;
A;AugustaESP;ácido;adj. [Fuerte] füre. | Ser ácido: füren, füre ngen.;;;;;;;
A;AugustaESP;ación;f. trapel estipu.;;;;;;;
A;AugustaESP;aclarar;act. Un asunto: norümdüngun, l'apümdüngun, pepildüngun (intr.). Pepil-lafun ñi düngu, fey l'apümelenew o pepilelenew o fey pepildüngulenew 'no me había sido claro mi asunto, él me lo ha aclarado'. | Aclaraclararse [las nubes, el cielo]: lingafkünuwün, lingafkünuwtun (refl.), trelüngün (intr. Pangui.). | Estar aclarado [un bosque]: yagyagkülen. V. ralo.;;;;;;;
A;AugustaESP;aclimatarse;wimtumapun (intr.). Wimtumapupalay faw 'no se ha aclimatado aquí'.;;;;;;;
A;AugustaESP;acobardar;"act. llükantulün; [asustar] trunefülün (Pangui.), trupefülün. | Acobardarse: llükantukünuwün, llükaluwün.";;;;;;;
A;AugustaESP;acocear;act. mangkün, mankün.;;;;;;;
A;AugustaESP;acoger;"act. llowün; tragün (unitr. Pangui.). Tragfiñ ñi müleagel ñi ruka mew, llowfiñ ñi ruka mew 'lo acogí en mi casa'. Montulfiñ ñi ruka mew 'lo salvé en mi casa'. | Acoger bien una opinión, noticia, asunto tutewün (refl.), feyentun, ayün (unitr.), main (intr.). Tutewingün akuchi nütram mew 'ellos acogieron bien la noticia'. Feyentuñmangen ñi trokiwün 'se acogió bien mi parecer'. | Acogerse [el perseguido en otra parte ]: montupun, monturpun (intr.); [aquí] montupan, monturpan (intr.); [bajo cubierta] chütun (intr.).";;;;;;;
A;AugustaESP;acogollar;intr. [Echar las plantas cogollos] pewün.;;;;;;;
A;AugustaESP;acometer;act. lefkontun, lefrutun (Pangui.), lefwütun (unitr. Huapi) [U. t. fig.]. Lefkontuenew tüfachi kutran 'con violencia me acometió la enfermedad'.;;;;;;;
A;AugustaESP;acomodar;"act. pepikan (unitr.). Pepikakünulen tañi weshakelu cajón mew, tañi lifro estante mew 'acomódame mis cosas en el cajón, mis libros en el estante'. | Adaptar: pürümün (unitr.). Pürümfiñ ñi chumpiru 'he acomodado mi sombrero a la cabeza'. | Acomodar [p. ej. un astil al ojo de una hacha] mediante un trapo: chañulün, trañulün (unitr. (?)). | Acomodarse bien: yochi fein; pürün (intr.). Püri, yochi fey ñi zapato, chaqueta 'el zapato, la chaqueta se acomoda bien (a mi pie, a mi cuerpo)'. | Acomodarse, entenderse entre sí: adeluwün, adümuwün (rec.).";;;;;;;
A;AugustaESP;acompañado;Estar: kompañkülen, kompañngen. | Ir acompañado: kompañ amun.;;;;;;;
A;AugustaESP;acompañamiento;m. [Gente que va acompañando a alguno] kompañkiawüchi che, kompañkiawyechi che.;;;;;;;
A;AugustaESP;acompañar;act. kompañün, kompañyen, shiweñün, shiweñyen (unitr.). Shiweñyefinge padre 'acompaña (tú) al padre'. | Acompañar a alguno a caballo: pürakawellman (unitr.) [exige configuración personal]. Pürakawellmayageyu 'te acompañaré a caballo'. | Llevar a alguno como compañero: kompañkiawülün, shiweñkiawülün (unitr.). | Acompañarse mutuamente en un viaje: kompañtuwün (rec.). | Venir juntos: kompañküpan (intr.).;;;;;;;
A;AugustaESP;aconchado;Estar: llidkülen.;;;;;;;
A;AugustaESP;aconcharse;[Vulgarmente por precipitarse, sedimentarse] llidün, llidnagün (intr.).;;;;;;;
A;AugustaESP;acongojarse;fiñmawün (refl.).;;;;;;;
A;AugustaESP;aconsejar;"act. ngülamün (unitr.); ngülamtun, ngülamkan (unitr./intr.). | rec. Aconsejarse: ngülamkawün.";;;;;;;
A;AugustaESP;acontecer;intr. rupan o mülen (intr.), düngu. Cuando Jesús bajó del monte, aconteció que, etc. 'nagpalu Kesus wingkul mew rupay kiñe (o feychi) düngu' [el que no se traduce y sigue el relato en modo indicativo].;;;;;;;
A;AugustaESP;acontecimiento;m. rupachi fücha düngu.;;;;;;;
A;AugustaESP;acopiar;"act. [Juntar] ngülümün; [comprar en todas partes] ngillankepiw. Tengo acopiado mucho trigo en mi casa para el invierno 'al'ün kachilla nien (o puchulnien) ñi ruka mew ñi pukemtuyea o pukemtuyeagel'.";;;;;;;
A;AugustaESP;acoplar;"act. [Postes] kachükachülün (unitr.) poste ñi trafam. | Unir [animales]: trapümün [también para la procreación]; parear: mürümün. Mürümafiñ tüfachi manshun' engu 'lo acoplaré con este buey (a otro buey)'.";;;;;;;
A;AugustaESP;acordar;"act. [Determinando o resolviendo algo de común acuerdo] trürümdüngun, pepikadüngun, eldüngun (intr.) [por tener interpuesto su objeto directo düngu]; pepiluwün, adkünuwün (rec. o refl. (?)). Trürümdünguyngün ñi maloagel, kam ñi nieagel trawün, chumingechi ñi weñeagel 'ellos acordaron entre sí hacer un malón, celebrar una junta, como ejecutar un robo'.";;;;;;;
A;AugustaESP;acordarse;De algo [casi olvidado]: kimtun (unitr.). | Acordarse de algo, tenerlo en la memoria: duamtunien, kimniekan, konümpanien, tükulpanien (unitr.). | Acordarse de algo revocándolo a la memoria: konümpan, tükulpan, tükülpatun (unitr.) piwke mew.;;;;;;;
A;AugustaESP;acorralar;"act. malaltükun; [arrinconar] ngüfchilün.";;;;;;;
A;AugustaESP;acortar;"act. püchükünun, mün'akünun; [amarrar corto la bestia] mükedün. | Acortarse [los días, las noches]: witrakonmen (intr.); [un cordel] doy püchükünuwün (refl.), konmen (intr.).";;;;;;;
A;AugustaESP;acosar;act. inantükun (unitr.) [U. t. fig.]. Inantükuene ñi ngüñü 'me acosó el hambre'.;;;;;;;
A;AugustaESP;acostado;"[Estar] kudulen, kudun (intr.). Todos están acostados aquí 'kudukuduy che faw'. | Estar dos personas en una cama [teniendo los pies juntos en un extremo]: trafuamun'külen; [la cabeza de la una al lado de los pies de la otra] welunorün, welunorülen (intr.).";;;;;;;
A;AugustaESP;acostar;"act. kudumkünun, kudumtükun, kushümtükun (Pangui.), kudumün [todos sin configuración personal]; umagelün. | Acostarse: kudun, kudün (Pangui.) kushün (intr. Pangui.); [muchas personas] kudukudun (intr.); [edificios] külünagün (intr.). (La casa) se ha acostado 'külülewey'. | Acostarse con otro [por falta de cama propia]: inakudukonün, inakudun (intr.), kiñe che mew. | Acostarse con otra persona para el trato sexual: inawkudun (intr.), domo mew, kudumfiñ, kudumkünufiñ, kudumtükufiñ (unitr.) [la configuración personal es esencial] feychi domo. | Acostarse con personas o animales para la vigilancia: umalün, umañman (unitr.). | Tiempo de acostarse: umageltrafuya (Pangui.). Es tiempo de acostarse 'umageltrafuyay'.";;;;;;;
A;AugustaESP;acostumbrado;"Estar: wimkülen, wimün; pürün. | Estar acostumbrado a: wimnien (unitr.). Estoy acostumbrado a tomar cerveza 'wimnien ñi pütuken cerveza'.";;;;;;;
A;AugustaESP;acostumbrar;"act. wimümün, pürümün (unitr.) [p. ej. al trabajo 'küdaw mew', al caballo 'kawellu mew']. | Acostumbrarse: wimün, pürün; wimtun; [aquí] wimpan; [en otra parte] wimpun (intr.). (El caballo) no se acostumbra, siempre se va 'pürlay'. (El perro) no se acostumbra, a la casa 'pürlay ruka mew'. | Acostumbrarse con otra persona, con otro animal, en otra tierra: wimtun (unitr.) [exige configuración personal]. | Acostumbrarse una persona con otra, un animal con otro: wimuwün, wimtuwün (rec.).";;;;;;;
A;AugustaESP;acoyundar;Los bueyes: trarümanshun'ün (intr.).;;;;;;;
A;AugustaESP;acre;adj. füre. | Ser acre: füren, füre ngen. | Ser acre al olfato: füre n'ümün ngen. | Ser acre de palabras: wesha düngun ngen. Fürey ñi wün 'ella es acre de palabras'. V. roy.;;;;;;;
A;AugustaESP;acrecentar;"act. [Aumentar] doy füchalün, yomümün, doy füchakünun, doy al'ükünun. V. yifümün. | Acrecentarse: doy füchakünuwün (refl.); yomürpun; doyürpun; tremürpun; doy al'ürpun (intr.).";;;;;;;
A;AugustaESP;acreditar;act. profan ñi felen [comprobar que es así].;;;;;;;
A;AugustaESP;acreedor;m. defeel (part. pas.).;;;;;;;
A;AugustaESP;acribillado;"Estar: wilalkülen; wilalkülewen, ngampüle wechodkülewen.";;;;;;;
A;AugustaESP;acribillar;act. wilalkünun, ngampüle wechodün.;;;;;;;
A;AugustaESP;acriminar;"act. Un robo a alguno: weñewfalün (unitr.) [exige configuración personal]; [cualquier otro delito] puwülün (unitr.). Iñche rüf puwülngen tüfachi wesha düngu mew 'de veras me han acriminado esa maldad'. «Fey l'angümchey» pingey 'se dice que él ha hecho la muerte'. L'angümchey» piñmangen ñi fot'üm 'a mi hijo se (me) acrimina una muerte'. Ngeñimakünungen 'me echaron toda la culpa a mí para librarse ellos'.";;;;;;;
A;AugustaESP;acrisolar;act. liftun, lipümün.;;;;;;;
A;AugustaESP;actitud;f. V. postura. | Conducta. Se reprende la actitud del juez en las votaciones 'lelikawülngekey juez femngechi ñi inaniefel mew ñi düngu votacion mew'. Su actitud pacífica 'ñi ñochike felen', 'ñi ñochike inanien düngu'.;;;;;;;
A;AugustaESP;actividad;"f. ñi küdawtun, ñi küdawngen; ñi küdawtudüngun kiñe che.";;;;;;;
A;AugustaESP;activo;"adj. (Este juez) es muy activo 'inanieñmukey ñi küdaw'; 'müt'e (o fentre) küme küdawküleñmuy'. | Ser uno negociante muy activo, que sabe buscar la vida: waychüfuwün ngen, waychüfkawün ngen.";;;;;;;
A;AugustaESP;acto;m. V. acción. | Acto continuo: ina pür, pür, feyka, müchay, müten. | Sorprender en el acto: nüntükun, tuntükun petu ñi femün. V. meke.;;;;;;;
A;AugustaESP;actual;"adj. fewla mülelu; we konlu (part.). El papa actual 'fewla mülechi papa'.";;;;;;;
A;AugustaESP;actuar;"intr. küdawkülen; inaniedüngun.";;;;;;;
A;AugustaESP;acuartelar;act. cuarteltükun.;;;;;;;
A;AugustaESP;acuático;adj. ko mew mülelu o tripalu (part.). | Ave acuática: ko üñüm. Planta acuática: ko mew tremkechi weshakelu.;;;;;;;
A;AugustaESP;acuchillar;act. chüngarükütuyen (kuchillo mew).;;;;;;;
A;AugustaESP;acudir;"intr. fey ka o lef o lefkülen amun, küpan, puwün. Él también ha acudido (a la fiesta que hay aquí) 'mayupa'. | Acudir con frecuencia a un lugar, a una función: konkiawün; [aquí] konkiawpan. V. recurrir.";;;;;;;
A;AugustaESP;acuerdo;m. Müt'e mülefuy traftuwün, fey mew pepi weflay düngu 'hubo mucho choque de opiniones, por eso no se ha podido llegar a un acuerdo (lit.: no apareció asunto)'. Kiñekünuy ñi düngu engu 'ellos se pusieron de acuerdo en el asunto'. Kiñekünulay ñi düngu engu, kangelu pilay 'los dos no llegaron a un acuerdo, el otro no quiso'. Eldüngulfingu 'se pusieron de acuerdo contra él, se dieron noticias entre sí'. | Acuerdo de una sola persona. Kiñerumekünulay ñi düngu tüfachi wentru 'el hombre no está de acuerdo consigo en el asunto'.;;;;;;;
A;AugustaESP;acumulación;f. Haber una acumulación [de palos en un roce, de huesos, donde cayeron animales]: yalolkülen (intr.), feychi weshakelu.;;;;;;;
A;AugustaESP;acumular;"act. wirkon, uchulün (Pangui.); ngülümün. | Acumularse [las deudas, los pecados]: welutrañmawün (rec.).";;;;;;;
A;AugustaESP;acuñar;act. Meter algo como cuña: kuñakünun, kuñatükun (unitr.). Le meteré una cuña 'kuña tükulelafiñ'.;;;;;;;
A;AugustaESP;acuoso;adj. idan (Pangui.), püshañko (Huapi), chishan 'terreno acuoso'. | Ser acuoso: idan ngen.;;;;;;;
A;AugustaESP;acurrucarse;trununkünuwün (refl. Pangui.). | Estar acurrucado: trununkülen, llikodkülen (intr.).;;;;;;;
A;AugustaESP;acusable;"adj. Ser acusable [un desorden]: dallufalün (intr.); [una persona] dalluntükufalün (intr.).";;;;;;;
A;AugustaESP;acusación;f. düngu, dalluelchi düngu. ¿Chem düngu mew dalluntükupaymün tüfachi wentru? '¿qué acusación traen contra este hombre?'.;;;;;;;
A;AugustaESP;acusado;m. dalluntükuel (part. pas.).;;;;;;;
A;AugustaESP;acusador;adj. dalluntükuchefe, dünguntükuchefe. | m. dallulu ñi düngu, dalludüngulu (part.), ngen'düngu (s.).;;;;;;;
A;AugustaESP;acusar;"act. [Un asunto] dallun (unitr.). El acusó su asunto ante mí dallulenew ñi düngu; iñche mew dallupay ñi düngu. | Acusar a una persona: dalluntükun (unitr.). | Acusar de algo. ¿No oyes de cuantas cosas te acusan? '¿allkülaymi tunten wedake düngu mi pingen?'.";;;;;;;
A;AugustaESP;adaptar;act. Acomodar.;;;;;;;
A;AugustaESP;adelantado;adj. [Ser] en hablar: wüneluwfengen düngun mew.;;;;;;;
A;AugustaESP;adelantar;"act. Mover o correr objetos pesados hacia adelante y en dirección de acá: shingeküpalu, shingenentupan; puñ mew tükupan. | Adelantar [el pago]: wüne rulün (Pangui.) (o wülün). Le he adelantado la mitad 'rangiñ wüne elufiñ'. El preceptor no sabe adelantar a sus alumnos 'preseptor kümelkalay kimelchen, amulelay, ñi kimün ñi pu kimelpeyel'. | Sembrar algo primero, hacer un trabajo antes de otro: wünelün, wünümün, wemalün, wemaltükun (unitr.). Tüfachi awas 'estas habas las sembré primero, antes de las otras'. | intr. Adelantar: tuülün (intr./unitr.). Müt'e tuülkey, ñi kawellu 'mi caballo adelanta mucho'. Tuülün ñi küdaw 'adelanto en el trabajo'. | intr. Adelantar en conocimientos: amulen (intr.) ñi kimün kiñe che; [más que otros] wünelerpun (intr.) ñi kimün mew. | Adelantarse: wünentükuwün (refl.). | Haberse adelantado [el reloj, personas en el viaje, colocarse fuera de una fila]: wünelerpun, wünentükulepun, penchulen, penchulepun (intr.).";;;;;;;
A;AugustaESP;adelante;"adv. Estar adelante o haberse adelantado. Yo iré adelante, primero 'iñche wünelean'. Vayan adelante no más 'wünelekatumün'. El enemigo nos cierra el paso, no podemos ir adelante chi kayñe nürüfmaeiñ mew rüpü, pepi amulelaiñ'. | Echar adelante un caballo suelto [al conducirlo]: wüneltükun, kechayawülün (unitr.). | Echar adelante los caballos sueltos [al ir]: wüneltükuyen, kechayawwülün, kechayen, kawellu; [al volver] wüneltüku küpaltun, kechaküpaltun. En adelante siempre se dicen dos personas (que se han hecho ciertos regalos) 'turpu felerpukey ñi kachü piwün'. Desde hoy en adelante (de aquí en adelante) ya no faltare ningún día 'fachi antü ñi tuwün (tüfa ñi tuwün) wallwelayan antü'. Desde mañana en adelante 'wüle ñi tuwagel' [en estos casos se expresa la frase en adelante solamente por el futuro del verbo]. En adelante ya no faltare ningún día 'fewla, wallwelayan antü'.";;;;;;;
A;AugustaESP;adelante;"[Permisión dicho a uno] amulenge; [dicho a más de dos personas] amulemün; wünelenge, wünelmün.";;;;;;;
A;AugustaESP;adelfis;m. Zool. künfüwma, küngoyküngoy, wenukiki.;;;;;;;
A;AugustaESP;adelgazar;act. doy püchürumekünun. | [Dar remedio a alguno] para adelgazar su cuerpo: ñi nagmeam ñi kalül. | Adelgazarse hacia la punta, como la espada: yungkülerpun (intr.).;;;;;;;
A;AugustaESP;ademán;m. Él hizo ademán de pegarme 'elrulelmekefenew, elwülelniefenew, añeltuniefenew ñi kug mew'. Se hicieron señas con los ojos 'kimeluwingu nge mew'. Él hizo ademán de salir 'tripayalu reke femi'.;;;;;;;
A;AugustaESP;además;adv. yom müley düngu [hay más].;;;;;;;
A;AugustaESP;adentro;adv. ponwi, koneltu. | Más adentro: doy koneltu, doy al'ükon. | Muy: al'ükon. | Estar adentro: ponuykülen, koneltulen, konkülen. Estar muy adentro: al'ükonkülen. Poner adentro: ponuykünun, koneltukünun, ponuytükun, etc. | Estar sentado adentro: anükonkülen. Estar adentro con los pies: pümokonkülen.;;;;;;;
A;AugustaESP;aderezar;act. pepikan, trürümün. Aderézame la comida 'pepikalen iagel'. | Aderezar, enderezar [la cabeza]: norkünun longko.;;;;;;;
A;AugustaESP;adherir;"intr. nüntrawün, nüwtrawülen [a una cosa kiñe weshakelu mew]; [a un partido, una opinión] inanien (unitr.), nüwün (refl.).";;;;;;;
A;AugustaESP;adiestrar;act. [Soldados, campeones para el juego] trürümün, adelün, kimelün (unitr.) [con configuración personal].;;;;;;;
A;AugustaESP;adiós;interj. ¡Amuchi may! '¡me voy, pues!'.;;;;;;;
A;AugustaESP;adivinanza;f. konew. | Contar adivinanzas: konewtun, konewün (intr.).;;;;;;;
A;AugustaESP;adivinar;act. kimün. Adivina qué es 'kimfinge ñi chem ngen'.;;;;;;;
A;AugustaESP;adivino;m. pelon, wilel (Pangui.).;;;;;;;
A;AugustaESP;adjudicar;"act. Un terreno a alguno 'fey nürpuaymapu pifüñ'; «feyngen'ngerpuaymapu mew» pufiñ, etc.";;;;;;;
A;AugustaESP;adjunto;adj. kompañkiawlu (part.).;;;;;;;
A;AugustaESP;administrar;act. ngünenien [también los sagrados sacramentos].;;;;;;;
A;AugustaESP;admirable;Ser: afmaniefalün, afmatufalün, afmatun ngen, afmalewen ngen, afduamün ngen.;;;;;;;
A;AugustaESP;admiración;"f. [Activa] afmatun; [pasiva] afmatungen. | Causar admiración, ser admirable. ¡Sí, sí, ah! ¡Vea, vea! '¡Itro ka!, ¡itrolle ka! ¡ltro feley!'.";;;;;;;
A;AugustaESP;admirar;act. afmatun (unitr.). | Admirarse: afmatun, afduamün (intr.). | Quedarse admirado: afmalewen (intr.).;;;;;;;
A;AugustaESP;admitir;"act. [Dar entrada]. elungelan o eluñmangelan ñi konagel 'no me admitirieron'. | [Aceptar] llowün, main ñi llowal; [tratándose de amores] elupiwken. Ngellu elupiwkeenew 'casi no quiso admitirirme'. Este asunto no admitire dilación 'ka antü pepi elfal-lay düngu'; o 'kümelay, müchay müt'en dewmangenule (o adkünungenule) tüfachi düngu'.";;;;;;;
A;AugustaESP;admonición;"f. ngülam (s.); ngülamün (unitr.); ngülamngen (intr.).";;;;;;;
A;AugustaESP;adolorido;Estar [el corazón, la herida]: alülün (intr.).;;;;;;;
A;AugustaESP;adonde;adv. chew.;;;;;;;
A;AugustaESP;adoptar;act. [Como hijo] fot'üm trokin (unitr.) [con configuración personal].;;;;;;;
A;AugustaESP;adoptivo;"adj. Hijo adoptivo: tremümtu fot'üm, tremümka fot'üm [lit. 'de crianza']; [que es considerado como hijo] fotüm trokiel.";;;;;;;
A;AugustaESP;adorar;act. adoran.;;;;;;;
A;AugustaESP;adormecer;"act. [Con remedios, canto] umagelün, umagelkünun. | Adormecerse: akuwmagün (intr.); [un miembro] shillimün, shillümün, chillimüñin (intr. Pangui.).";;;;;;;
A;AugustaESP;adormecimiento;m. Causar adormecimiento: shillümuwün ngen (intr.).;;;;;;;
A;AugustaESP;adornado;[Estar] ayfiñkülen, ayfiñün.;;;;;;;
A;AugustaESP;adornar;act. ayfiñkünun, ayfiñtun, ayfiñelkünun. | Adornarse [p. ej. una mujer]: ayfiñkawün, ayfiñyuwün, küme tükuluwün (refl.).;;;;;;;
A;AugustaESP;adorno;m. ayfiñkünupeyüm (ger.). V. alhaja.;;;;;;;
A;AugustaESP;adquirido;adj. Bien adquirido: küme pen.;;;;;;;
A;AugustaESP;adquirir;"act. ngen'ngerpun (intr.), kiñe weshakelu mew. Adquirir una casa 'ngen'ngerpun ruka mew', 'ngen'ruka ngerpun'; un terreno: ngen'mapu ngerpun; una enfermedad: tun, nün ñi kutran, tukutranün.";;;;;;;
A;AugustaESP;adrede;adv. kishu ñi ngünewün. V. intencionalmente.;;;;;;;
