Theme;Is Under The Theme;Word;Translation;Image;Definition;Conjugation;Declensions;Examples;Pronunciation;OLD
InekeSmeets;Intransitive;müñetu-;to take a bath, to bath someone.;;;;;;/mü?ët?/;müñetu-
InekeSmeets;Noun;müpü;"wing;";;;;;;/müpü/;müpü
InekeSmeets;Intransitive;müpü-;"to fly;";;;;;;/müpü/;müpü-
InekeSmeets;Intransitive;müpüge-;to have wings.;;;;;;/müpü?ë/;müpünge-
InekeSmeets;Noun;mür;"pair, couple, in pairs, together; tüfachi epu mesa mür femngerkiy 'these two tables seem to be a pair'; tayu epu püñeñ mür amuy engu Temuko 'my two sons went to Temuco together';";;;;;;/mü?/;mür
InekeSmeets;Adverb;mürkechi;"in pairs, together;";;;;;;/mü?kët??/;mürkechi
InekeSmeets;Intransitive;mürküle-;to be together.;;;;;;/mü?külë/;mürküle-
InekeSmeets;Noun;müri;"co-wive;";;;;;;/mü??/;müri
InekeSmeets;Transitive;müritu-;"to become jealous with someone (women);";;;;;;/mü??t?/;müritu-
InekeSmeets;Noun;müritufe;"jealous woman;";;;;;;/mü??t?fë/;müritufe
InekeSmeets;Transitive;müritufegel-;to make someone jealous.;;;;;;/mü??t?fë?ël/;müritufengel-
InekeSmeets;Intransitive;müritule-;"to be jealous;";;;;;;/mü??t?lë/;müritule-
InekeSmeets;Noun;müriwen;"co-wives;";;;;;;/mü??wën/;müriwen
InekeSmeets;Intransitive;müri-;"to choke (over); iñche mürin 'I choked'; mürifiñ ti pan 'I choked over the bread';";;;;;;/mü??/;müri-
InekeSmeets;Intransitive;mürile-;to be choking.;;;;;;/mü??lë/;mürile-
InekeSmeets;Noun;mürke;"roasted flour;mürke ~ müyke (RR);";;;;;;/mü?kë/;mürke
InekeSmeets;Transitive;mürke-;"to make roasted flour, to grind; mürkechi, yewüntukuan ta mürke 'let's make mürke, [then] I will take it with me as a present'.";;;;;;/mü?kë/;mürke-
InekeSmeets;Noun;müta;"horn;";;;;;;/müt?/;müta
InekeSmeets;Intransitive;mütage-;"to have a horn/horns;";;;;;;/müt??ë/;mütange-
InekeSmeets;Transitive;mütatu-;to take by the horns.;;;;;;/müt?t?/;mütatu-
InekeSmeets;Adverb;müte;"very, (too) much; müte küme dunguy 'he speaks very well'; müte dunguy 'he talks a lot'; müte küpakelay 'he comes almost never';";;;;;;/mü’të/;müte
InekeSmeets;Adverb;mütewe;"very, (too) much; mütewe no 'it [is] not (too) much'.";;;;;;/mütëwë/;mütewe
InekeSmeets;Adverb;mütem;"merely, only, after all, nevertheless, yet; müten (MM, JM); iñche nien küla peso, eymi nieymi kiñe mütem 'I have three peso's, yous have got only one'; ipe mütem! 'let him just eat!'; iñche mütem küdawken 'I am the only one who works'; pichintuy mütem 'he has been here for just a little while'; dew lay ñi ñuke welu iñche amutuan mütem 'my mother died but I will go all the same';";;;;;;/mütëm/;mütem
InekeSmeets;Adverb;müchaymüten;immediately.;;;;;;/müt?h?jmütën/;müchaymüten
InekeSmeets;Adverb;müten;"merely, only, after all, nevertheless, yet (MM, JM); cf. mütem.";;;;;;/mütën/;müten
InekeSmeets;Intransitive;mütxatu-;to wrestle, to fight.;;;;;;/mü???t?/;mütratu-
InekeSmeets;Transitive;mütxüm-;to call.;;;;;;/mü??üm/;mütrüm-
InekeSmeets;Noun;naq;"lower level, lowland; naw (JM); nagmapumu 'in the lowlands';";;;;;;/n?q/;nag
InekeSmeets;Intransitive;anünaq-;"to sit down;";;;;;;/?nün?q/;anünag-
InekeSmeets;Transitive;anünaqüm-;"to put down;";;;;;;/?nün?küm/;anünagüm-
InekeSmeets;Intransitive;kushenaq-;"to become old (woman); nagküley 'he is going down'; petu nagmey 'it is low tide' (lit.: it is going down); petu nagmelay 'it is high tide' (lit.: it is not going down); nawpay tañi umaw 'I got sleepy';";;;;;;/k??ën?q/;kushenag-
InekeSmeets;Adverb;naq püle;"downwards, in the direction of the sea;";;;;;;/n?q pü’lë/;nag püle
InekeSmeets;Intransitive;naq-;"to go down, to descend; nag- ~ nar- (RR); naw- (JM). nag- occurs frequently in compounds to indicate a downward direction or a deterioration.";;;;;;/n?q/;nag-
InekeSmeets;Noun;naqantü;"see nag-ün antü;";;;;;;/n?q?ntü/;nagantü
InekeSmeets;Adverb;naqeltu;downwards, in the direction of the sea.;;;;;;/n?qëlt?/;nageltu
InekeSmeets;Adverb;naqmu;"down, downwards;";;;;;;/n?qm?/;nagmu
InekeSmeets;Noun;naqün antü;"(in the) afternoon, when the sun is going down; also nag-antü;";;;;;;/n?qün ?ntü/;nagün antü
InekeSmeets;Transitive;naküm-;"to get/take down;";;;;;;/n?küm/;naküm-
InekeSmeets;Noun;nawpa kürfüf;"wind that comes from the East;";;;;;;/n?wp? kü?füf/;nawpa kürfüf
InekeSmeets;Intransitive;txananaq-;"to fall down;";;;;;;/???n?n??/;trananag-
InekeSmeets;Transitive;naküm-;"to carry/put down; cf. nag.";;;;;;/n?küm/;naküm-
InekeSmeets;Noun;namun;"foot;";;;;;;/n?m?n/;namun
InekeSmeets;Adverb;namuntu;"on foot;";;;;;;/n?m?nt?/;namuntu
InekeSmeets;Intransitive;namuntu-;"to go on foot;";;;;;;/n?m?nt?/;namuntu-
InekeSmeets;Intransitive;namuntule-;to be standing.;;;;;;/n?m?nt?lë/;namuntule-
InekeSmeets;Noun;nanüg;mother-in-law, daughter-in-law (of a woman), wife of the son of a woman's paternal aunt.;;;;;;/n?nü?/;nanüng
InekeSmeets;Transitive;nagka-;to fuck (rude).;;;;;;/n??k?/;nangka-
InekeSmeets;Noun;napor;"beet (vegetable); Sp. nabo.";;;;;;/n?pö?/;napor
InekeSmeets;Noun;narki;"cat; also ñarki; cf. ñayki.";;;;;;/n??k?/;narki
InekeSmeets;Noun;nawel;"tiger; nawel buta 'name of a mountain in the West'.";;;;;;/n?wël/;nawel
InekeSmeets;Transitive;naytu-;"to untie (a knot, a rope); naytuwüy ti wawa 'the baby untied itself'.";;;;;;/n?jt?/;naytu-
InekeSmeets;Transitive;nee-;"to have, to get (RR); cf. nie-.";;;;;;/nëë/;nee-
InekeSmeets;Intransitive;nel-;"to get loose;";;;;;;/nël/;nel-
InekeSmeets;Transitive;nelüm-;"to let loose, to let go, to set free; also nelk-üm-; cf. neykü-m- (JM).";;;;;;/nëlüm/;nelüm-
InekeSmeets;Transitive;nelküm-;see nel-üm-.;;;;;;/nëlküm/;nelküm-
InekeSmeets;Transitive;nentu-;"to take out/away; also entu-;";;;;;;/nënt?/;nentu-
InekeSmeets;Transitive;rapinentu-;"to throw up;";;;;;;/??p?nënt?/;rapinentu-
InekeSmeets;Transitive;rüfünentu-;to serve out, to dish up.;;;;;;/?üfünënt?/;rüfünentu-
InekeSmeets;Intransitive;negüm-;"to move; petu nengümüy 'it is moving'; petu nengümfiy 'he is moving it';";;;;;;/në?üm/;nengüm-
InekeSmeets;Intransitive;negümküle-;"to be moving; allkenngey ti nengümün ti ruka 'one can hear the house shaking'.";;;;;;/në?ümkülë/;nengümküle-
InekeSmeets;Intransitive;nepe-;"to wake up; nepele ñi pichiche, feypiaen 'tell me if my child wakes up';";;;;;;/nëpë/;nepe-
InekeSmeets;Transitive;nepel-;"to wake up;";;;;;;/nëpël/;nepel-
InekeSmeets;Intransitive;nepele-;to be awake.;;;;;;/nëpëlë/;nepele-
InekeSmeets;Noun;nerüm;flea.;;;;;;/në?üm/;nerüm
InekeSmeets;Adverb;newe;"not very. newe combines with a negative verb. newe kümentukelan 'I don't really like it'; newe doy alülay 'he is not that much taller.";;;;;;/në’wë/;newe
InekeSmeets;Noun;newen;"force, strength;";;;;;;/nëwën/;newen
InekeSmeets;Intransitive;newenküle-;"to be firm/strong/tight;";;;;;;/nëwënkülë/;newenküle-
InekeSmeets;Intransitive;newenge-;"to have strength/power;";;;;;;/nëwën?ë/;newennge-
InekeSmeets;Transitive;newenpe-;"to stand up for;";;;;;;/nëwënpë/;newenpe-
InekeSmeets;Intransitive;newentu-;"to make an effort, to exert force (on), to put pressure on; newentukieli 'don't be hard on me!'.";;;;;;/nëwënt?/;newentu-
InekeSmeets;Intransitive;neykü-;"to get loose (JM); cf. nel-;";;;;;;/nëjkü/;neykü-
InekeSmeets;Transitive;neyküm-;"to let loose, to let go;";;;;;;/nëjküm/;neyküm-
InekeSmeets;Intransitive;neykümuw-;to break loose, to set oneself free.;;;;;;/nëjküm?w/;neykümuw-
InekeSmeets;Intransitive;neyü-;"to breathe;";;;;;;/nëjü/;neyü-
InekeSmeets;Noun;neyen;see neyü-n.;;;;;;/nëjën/;neyen
InekeSmeets;Intransitive;neyüle-;"to be breathing;";;;;;;/nëjülë/;neyüle-
InekeSmeets;Noun;neyün;"breath; also neye-n;";;;;;;/nëjün/;neyün
InekeSmeets;Intransitive;neyüneyüge-;"to be breazing heavily;";;;;;;/nëjünëjü?ë/;neyüneyünge-
InekeSmeets;Transitive;nie-;"to have, to hold, to get; nee- ~ nie- (RR); nieyiñ wesha kosecha 'wep have a bad harvest'; nieleyu 'I will hold [it] for yous'; femngen nierpun kiñe ruka 'I finally got a house';";;;;;;/n?ë/;nie-
InekeSmeets;Intransitive;niepüñeñ-;"to become pregnant;";;;;;;/n?ëpü?ë?/;niepüñeñ-
InekeSmeets;Intransitive;niepüñeñküle-;"to be pregnant; cf. püñeñ nie- 'to have a child';";;;;;;/n?ëpü?ë?külë/;niepüñeñküle-
InekeSmeets;Intransitive;niew-;"to get each other, to get married; eluñmangelayu ya niewal 'wed did not get permission to get married'.";;;;;;/n?ëw/;niew-
InekeSmeets;Intransitive;nikef-;"to wink;";;;;;;/n?këf/;nikef-
InekeSmeets;Transitive;nikeftu-;to wink at.;;;;;;/n?këft?/;nikeftu-
InekeSmeets;Intransitive;no-;"to cross; occurs seldom without a direction marker; nopatunge 'come to this side!, this way!'. Only JM uses no- as a transitive verb; iñche nofiñ ti lewfü 'I crossed the river';";;;;;;/nö/;no-
InekeSmeets;Transitive;nol-;"to take across; nolniey lewfümew 'he carries [it] across the river';";;;;;;/nöl/;nol-
InekeSmeets;Adverb;nometu;"across, (on) the opposite side; fey petu weyeliy tañe nometu lewfü puwam 'he swims to get across the river'; nometu ruka 'the house on the opposite side'; penien nometu 'I see the other side';";;;;;;/nömët?/;nometu
InekeSmeets;Adverb;nopa;"on this side; nopa pwente 'on this side of the bridge';";;;;;;/nöp?/;nopa
InekeSmeets;Adverb;nopatu;across, (on) this side, this way.;;;;;;/nöp?t?/;nopatu
InekeSmeets;Adjective;nor;"straight;";;;;;;/nö?/;nor
InekeSmeets;Intransitive;nor-;"to become straight, to go straight (lead an honest life); nortuy 'he went straight again';";;;;;;/nö?/;nor-
InekeSmeets;Intransitive;norküle-;"to be straight, to stand up straight, to be in a line; norkülechi kalle 'a straight street'; norkülelay 'it is crooked/curved/bent';";;;;;;/nö?külë/;norküle-
InekeSmeets;Intransitive;norge-;"to be straight; norngiy ti mapu 'the land is flat'.";;;;;;/nö??ë/;nornge-
InekeSmeets;Transitive;notuka-;to dispute with.;;;;;;/nöt?k?/;notuka-
InekeSmeets;Negation;nu;"no. The negation marker -nu- occurs as a nexal negator, see 26.10. fey nu 'that [is] not him, he [is] not the one'; tüfachi pu che kom mapuche nu? '[are] these people not all Mapuche?.";;;;;;/n?/;nu
InekeSmeets;Transitive;nü-;"to take, to grasp, to get, sometimes nüg-; nütuayiñ mapu 'wep are going to take ourp land back'; are nüfin ñi te 'he took his tea hot';";;;;;;/nü/;nü-
InekeSmeets;Transitive;nünie-;"to hold, to hold on to;";;;;;;/nün?ë/;nünie-
InekeSmeets;Transitive;nüntu-;"to rape;";;;;;;/nünt?/;nüntu-
InekeSmeets;Transitive;nünütu-;"to grope about for something, to hold and let go every now and then;";;;;;;/nünüt?/;nünütu-
InekeSmeets;Transitive;nüñma-;"to take away from someone;";;;;;;/nü?m?/;nüñma-
InekeSmeets;Transitive;nütu-;"to take someone prisoner;";;;;;;/nüt?/;nütu-
InekeSmeets;Noun;nüwel;"handle;";;;;;;/nüwël/;nüwel
InekeSmeets;Noun;nüwel toki;helve of an axe.;;;;;;/nüwël tök?/;nüwel toki
InekeSmeets;Intransitive;nufnuftu-;to sniff (RR), 'to smell something from a distance' (MM).;;;;;;/n?fn?ft?/;nufnuftu-
InekeSmeets;Transitive;nüla-;"to open; nülakünuñmakielimu tañi malal '[make sure] that he does not leave my fence open';";;;;;;/nül?/;nüla-
InekeSmeets;Intransitive;nülale-;to be open.;;;;;;/nül?lë/;nülale-
InekeSmeets;Noun;nüm;"North; nüm püle 'to the North'.";;;;;;/nüm/;nüm
InekeSmeets;Intransitive;nümü-;"to smell; müna nümüley ta ruka pütremmew 'the house smells very much of cigarettes';";;;;;;/nümü/;nümü-
InekeSmeets;Noun;nümün;"smell; küme nümünngey 'it has a nice smell'.";;;;;;/nümün/;nümün
InekeSmeets;Transitive;nümünümütu-;"to use one's smell to learn what it is;";;;;;;/nümünümüt?/;nümünümütu-
InekeSmeets;Transitive;nümütu-;"to smell, to have a sniff at; nümütufiñ ti rayen 'I smelled that flower';";;;;;;/nümüt?/;nümütu-
InekeSmeets;Intransitive;nügay-;"to get irritated/annoyed;";;;;;;/nü??j/;nüngay-
InekeSmeets;Transitive;nügaytu-;see nüngay-ül-.;;;;;;/nü??jt?/;nüngaytu-
InekeSmeets;Transitive;nügayül-;"to irritate; also nüngay-tu-; nüngayülmukilyiñ! 'don't irritate usp!'.";;;;;;/nü??jül/;nüngayül-
InekeSmeets;Transitive;nürüf-;"to close;";;;;;;/nü?üf/;nürüf-
InekeSmeets;Transitive;nürüfkünu-;to close and let it be closed.;;;;;;/nü?üfkün?/;nürüfkünu-
InekeSmeets;Noun;nütxam;"conversation, story;";;;;;;/nü???m/;nütram
InekeSmeets;Transitive;nütxam-;"to tell someone, to pass on to;";;;;;;/nü???m/;nütram-
InekeSmeets;Transitive;nütxamka-;"to talk to, to have a conversation with;";;;;;;/nü???mk?/;nütramka-
InekeSmeets;Noun;nütxamkan;conversation.;;;;;;/nü???mk?n/;nütramkan
InekeSmeets;Transitive;nüwkü-;"to hand over, to pass on;";;;;;;/nüwkü/;nüwkü-
InekeSmeets;Transitive;nüwkül-;to hand over to, to pass on to.;;;;;;/nüwkül/;nüwkül-
InekeSmeets;Noun;nüyu;fruit of the chupón, nursing bottle. nüyu is the fruit of the plant Greigia sphacelata (Augusta).;;;;;;/nüj?/;nüyu
InekeSmeets;Noun;nüyün;"earthquake;";;;;;;/nüjün/;nüyün
InekeSmeets;Intransitive;nüyün-;"to shake; petu 'it is shaking'.";;;;;;/nüjün/;nüyün-
InekeSmeets;Particle;ga;see 32.3.;;;;;;/??/;nga
InekeSmeets;Noun;gakiñ;a bird. It is said that this bird lives close to the earth and makes the sound of a crying baby. No-one has actually seen this bird.;;;;;;/??k??/;ngakiñ
InekeSmeets;Transitive;gan-;"to sow, to plant (beans, carrots, potatoes);";;;;;;/??n/;ngan-
InekeSmeets;Noun;ganfe;"planter, someone who sows;";;;;;;/??nfë/;nganfe
InekeSmeets;Intransitive;ganküle-;"to be sown/planted;";;;;;;/??nkülë/;nganküle-
InekeSmeets;Intransitive;ganpoñü-;"to plant potatoes;";;;;;;/??npö?ü/;nganpoñü-
InekeSmeets;Noun;ganüwüngen;sowing/planting season.;;;;;;/??nüwün?ën/;nganüwünngen
InekeSmeets;Intransitive;gaygay-;to bray, to neigh.;;;;;;/??j??j/;ngayngay-
InekeSmeets;Noun;ge;"eye;";;;;;;/?ë/;nge
InekeSmeets;Noun;kuralge;"pupil;";;;;;;/k???l?ë/;kuralnge
InekeSmeets;Noun;relmuge;iris.;;;;;;/?ëlm??ë/;relmunge
InekeSmeets;Intransitive;ge-;"to be (existential), to have been (here/there); also ngi- 'to be' (RR); faw ngelay mara 'there are no hare here'; ngewelay 'it is no more, it is finished'; fachantü ngepachi domo 'the woman who was here today'; chew mungel ngemeymi? 'where exactly have yous been?'; ngemefuliiñ kay? 'what if wep went there?';";;;;;;/?ë/;nge-
InekeSmeets;Transitive;gel-;"to take, to bring; iñche ngelmefiñ chi waka 'I took the cow over there';";;;;;;/?ël/;ngel-
InekeSmeets;Noun;gen;"owner, master; ngen ko 'the master of the water'; eymi ngenolandangeymi? 'are yous the boss of Holland?';";;;;;;/?ën/;ngen
InekeSmeets;Noun;genpin;master of speech (the one who says the prayers and conducts the offering of animals during the ngillatun-ceremony). see 21.2 for the verbalizer -nge-.;;;;;;/?ënp?n/;ngenpin
InekeSmeets;Noun;geziñ;eyebrow.;;;;;;/?ë???/;ngediñ
InekeSmeets;Transitive;gezu-;"to eradicate; ngeduley 'it has been pulled up by the roots'.";;;;;;/?ë??/;ngedu-
InekeSmeets;Noun;gefüñ;hazel (bush).;;;;;;/?ëfü?/;ngefüñ
InekeSmeets;Adverb;gellu;"only after a long time, only just, with great difficulty/effort; also ngellu-ke; ngellu amuy 'he went only after a long time'; ngellu dewmafiñ 'he finished [it] with great difficulty/only just'.";;;;;;/?ë’??/;ngellu
InekeSmeets;Adverb;gelluke;"see ngellu;";;;;;;/?ë’??kë/;ngelluke
InekeSmeets;Noun;gen;"owner, master; see nge-.";;;;;;/?ën/;ngen
InekeSmeets;Transitive;geñika-;"to urge, to press; ngeñikakieli 'don't push me!'.";;;;;;/?ë??k?/;ngeñika-
InekeSmeets;Intransitive;gi-;"to be (existential) (RR); see nge-.";;;;;;/??/;ngi-
InekeSmeets;Intransitive;gila-;"to wade; ngilaley komew 'he wades through the water'.";;;;;;/??l?/;ngila-
InekeSmeets;Aux;gilla;"Ordering, see 26.4; ngilla dewmalfin ruka 'I had a house built for him'; ngilla ketrañmafalfin ñi mapu 'I have to order him to plough his land'.";;;;;;/??’??/;ngilla
InekeSmeets;Transitive;gilla-;"to buy; ngillalelfin ruka 'I bought him a house'; ngillaniefin 'I bribed him';";;;;;;/????/;ngilla-
InekeSmeets;Intransitive;gillaka-;"to shop;";;;;;;/????k?/;ngillaka-
InekeSmeets;Transitive;gillatu-;"to ask of, to pray; iñche ngillatun kiñe trewa ñi chaw 'I asked my father for a dog';";;;;;;/????t?/;ngillatu-
InekeSmeets;Noun;gillatun;a feast of one or more days during which people pray, sing and eat together. During the ngillatun, the Mapuche ask the gods and their ancestors for a good harvest and plenty of food for the entire community.;;;;;;/????t?n/;ngillatun
InekeSmeets;Noun;gillañ;brother-in-law (a sister's husband, husband of a sister-in-law).;;;;;;/?????/;ngillañ
InekeSmeets;Intransitive;ginuf-;"to inhale through the nose;";;;;;;/??n?f/;nginuf-
InekeSmeets;Intransitive;ginufginuftu;to sob, to sniff.;;;;;;/??n?f??n?ft?/;nginufnginuftu
InekeSmeets;Intransitive;ginul-;to blow one's nose.;;;;;;/??n?l/;nginul-
InekeSmeets;Intransitive;golli-;"to get drunk;";;;;;;/?ö??/;ngolli-
InekeSmeets;Noun;gollife;"drunkard;";;;;;;/?ö??fë/;ngollife
InekeSmeets;Intransitive;gollile-;"to be drunk;";;;;;;/?ö??lë/;ngollile-
InekeSmeets;Adjective;gollin;drunk.;;;;;;/?ö??n/;ngollin
InekeSmeets;Transitive;goyma-;"to forget; ngoymaniefin 'I have forgotten [all] about it, I don't remember'; ngoymangekey fürenengemum 'one forgets the favours received'.";;;;;;/?öjm?/;ngoyma-
InekeSmeets;Transitive;gulluz-;"to wipe (stains, small wounds); wullud- (JM); also ngüllud-.";;;;;;/?????/;ngullud-
InekeSmeets;Transitive;guy-;"to forget (MM); also nguyü-; iñche nguyün feychi asul libru 'I forgot that blue book'.";;;;;;/??j/;nguy-
InekeSmeets;Transitive;guyü-;see nguy-.;;;;;;/??jü/;nguyü-
InekeSmeets;Noun;güzi;"earwax;";;;;;;/?ü??/;ngüdi
InekeSmeets;Transitive;güzi-;"to stop up, to plug, to put the stop on;";;;;;;/?ü??/;ngüdi-
InekeSmeets;Noun;güziwe;plug, top.;;;;;;/?ü??wë/;ngüdiwe
InekeSmeets;Intransitive;güfo-;"to become wet, to make wet; ngüfor- (MM); ngüfofin 'I made it wet (deliberately)';";;;;;;/?üfö/;ngüfo-
InekeSmeets;Transitive;güfol-;"to make wet (unwittingly);";;;;;;/?üföl/;ngüfol-
InekeSmeets;Adjective;güfon;wet.;;;;;;/?üfön/;ngüfon
InekeSmeets;Transitive;güfontuku-;"to dip in and make wet;";;;;;;/?üfönt?k?/;ngüfontuku-
InekeSmeets;Intransitive;güfor-;"to become wet, to make wet (MM); cf. ngüfo-.";;;;;;/?üfö?/;ngüfor-
InekeSmeets;Intransitive;güküf-;"to die down, to quiet down; nüküf- (MM); ngüküfkülewetuy tati ruka 'it has already become quiet again in the house';";;;;;;/?üküf/;ngüküf-
InekeSmeets;Intransitive;güküfnaq-;to quiet down.;;;;;;/?üküfn?q/;ngüküfnag-
InekeSmeets;Intransitive;gül-;"to come together, to gather; ngülüy ti ko 'the water came together';";;;;;;/?ül/;ngül-
InekeSmeets;Transitive;gülüm-;"to bring together, to gather, to collect; arengülüm- 'to lend something'.";;;;;;/?ülüm/;ngülüm-
InekeSmeets;Noun;gülam;"advice;";;;;;;/?ül?m/;ngülam
InekeSmeets;Transitive;gülam-;"to give advice to; also ngülam-ka- ~ ngülam-tu-.";;;;;;/?ül?m/;ngülam-
InekeSmeets;Transitive;gülamka-;see ngülam-.;;;;;;/?ül?mk?/;ngülamka-
InekeSmeets;Transitive;gülamtu-;see ngülam-.;;;;;;/?ül?mt?/;ngülamtu-
InekeSmeets;Transitive;gülü-;"to take the seeds/stones out of (fruit), to shell (beans, peas), to remove stones out of a piece of land;";;;;;;/?ülü/;ngülü-
InekeSmeets;Adjective;gülün;"without pits, stoned; ngülün mapu 'land from which stones have been removed'.";;;;;;/?ülün/;ngülün
InekeSmeets;Noun;gülla;udder (MM, JM).;;;;;;/?ü??/;ngülla
InekeSmeets;Noun;gülliw;pinecone.;;;;;;/?ü??w/;ngülliw
InekeSmeets;Transitive;gülluz-;"to wipe (stains, small wounds); also ngullud-.";;;;;;/?ü???/;ngüllud-
InekeSmeets;Intransitive;güma-;"to cry; wirarüy ñi ngüman 'she cried her heart out';";;;;;;/?üm?/;ngüma-
InekeSmeets;Transitive;inayegüma-;"to cry with;";;;;;;/?n?jë?üm?/;inayengüma-
InekeSmeets;Intransitive;gümagümage-;"to be crying all the time, to sob one's heart out;";;;;;;/?üm??üm??ë/;ngümangümange-
InekeSmeets;Intransitive;gümagümatu-;to cry in a melodramatic/theatrical way.;;;;;;/?üm??üm?t?/;ngümangümatu-
InekeSmeets;Transitive;gümaye-;"to cry for;";;;;;;/?üm?jë/;ngümaye-
InekeSmeets;Adjective;gümfaz;"soft (not rigid/stiff) (JM); ngümfad kawitu 'a soft bed'.";;;;;;/?ümf??/;ngümfad
InekeSmeets;Transitive;günaytu-;"to keep, to preserve, to look after; ngünaytufimamutuayiñ 'preserve usp (from evil, Oh lord)'; ngünaytumey ñi poroto 'she preserves her beans for a long time'.";;;;;;/?ün?jt?/;ngünaytu-
InekeSmeets;Transitive;güne-;"to rule, to govern, to manage;";;;;;;/?ünë/;ngüne-
InekeSmeets;Noun;kogünechen;"god of the water;";;;;;;/kö?ünët?ën/;kongünechen
InekeSmeets;Noun;mapugünechen;"god of the land;";;;;;;/m?p??ünët?hën/;mapungünechen
InekeSmeets;Noun;günechen;"god, the one who rules over people;";;;;;;/?ünët?ën/;ngünechen
InekeSmeets;Transitive;günezuam-;"to examine, to investigate, to scrutinize, to realize;";;;;;;/?ünë???m/;ngüneduam-
InekeSmeets;Adjective;günefal;"flexible, supple;";;;;;;/?ünëf?l/;ngünefal
InekeSmeets;Noun;günefe;driver, horsemam.;;;;;;/?ünëfë/;ngünefe
InekeSmeets;Noun;günemapun;"god, the one who rules over the land;";;;;;;/?ünëm?p?n/;ngünemapun
InekeSmeets;Adjective;günel;"serious, honest, righteous, quiet;";;;;;;/?ünël/;ngünel
InekeSmeets;Intransitive;günelküle-;to be serious, honest, righteous, quiet.;;;;;;/?ünëlkülë/;ngünelküle-
InekeSmeets;Noun;günen;"lie, deceitful;";;;;;;/?ünën/;ngünen
InekeSmeets;Transitive;günenka-;"to lie to, to fool, to cheat, to take someone in; also ngünen-kal- ~ ngünen-ka-ntu(l)-;";;;;;;/?ünënk?/;ngünenka-
InekeSmeets;Noun;günenkachefe;"someone who likes to fool people;";;;;;;/?ünënk?t?hëfë/;ngünenkachefe
InekeSmeets;Transitive;günenkantu-;"see ngünen-ka-;";;;;;;/?ünënk?nt?/;ngünenkantu-
InekeSmeets;Noun;günenkantufe;"liar;";;;;;;/?ünënk?nt?fë/;ngünenkantufe
InekeSmeets;Transitive;günenkantul-;"see ngünen-ka-;";;;;;;/?ünënk?nt?l/;ngünenkantul-
InekeSmeets;Transitive;günenkal-;"see ngünen-ka-;";;;;;;/?ünënk?l/;ngünenkal-
InekeSmeets;Intransitive;günenge-;"to be deceitful; ñi ngünenngenmew feyentuñmangekelay ñi dungun 'because he is a liar no-one believes what he tells'.";;;;;;/?ünën?ë/;ngünennge-
InekeSmeets;Intransitive;günüy-;"to spy, to observe;";;;;;;/?ünüj/;ngünüy-
InekeSmeets;Transitive;günüykiawül-;to go around spying on.;;;;;;/?ünüjk??wül/;ngünüykiawül-
InekeSmeets;Noun;güño;crop (part of a bird's throat).;;;;;;/?ü?ö/;ngüño
InekeSmeets;Intransitive;güñü-;"to get hungry;";;;;;;/?ü?ü/;ngüñü-
InekeSmeets;Intransitive;güñüle-;"to be hungry; ngüñülen akuayngu 'theyd will be hungry when theyd arrive';";;;;;;/?ü?ülë/;ngüñüle-
InekeSmeets;Noun;güñün;"hunger, appetite;";;;;;;/?ü?ün/;ngüñün
InekeSmeets;Intransitive;güñünge-;to make hungry.;;;;;;/?ü?ün?ë/;ngüñünnge-
InekeSmeets;Transitive;güre-;"to weave;";;;;;;/?ü?ë/;ngüre-
InekeSmeets;Intransitive;gürele-;"to be woven;";;;;;;/?ü?ëlë/;ngürele-
InekeSmeets;Noun;gürewe;wooden stick to weave the weft through, comb to press down the woven material.;;;;;;/?ü?ëwë/;ngürewe
InekeSmeets;Noun;gürü;"fox, cunning/deceitful; kiñe ngürü wentru 'a cunning man';";;;;;;/?ü?ü/;ngürü
InekeSmeets;Transitive;gürükal-;to deceive.;;;;;;/?ü?ük?l/;ngürükal-
InekeSmeets;Noun;gütantu;bed (MM).;;;;;;/?üt?nt?/;ngütantu
InekeSmeets;Noun;ñachi;"jelly of raw blood. Raw, warm blood of a sheep or a goat is mixed with lemon, salt and a sort of parsley to form a jelly. iñche ñachi ta dewman 'I made ñachi';";;;;;;/??t?h?/;ñachi
InekeSmeets;Intransitive;ñachitu-;to eat ñachi.;;;;;;/??t?h?t?/;ñachitu-
InekeSmeets;Adjective;ñachi;"ticklish (people only); cf. nayi;";;;;;;/??t?h?/;ñachi
InekeSmeets;Transitive;ñachikal-;"to tickle;";;;;;;/??t?h?k?l/;ñachikal-
InekeSmeets;Intransitive;ñachige-;to be ticklish.;;;;;;/??t?h??ë/;ñachinge-
InekeSmeets;Noun;ñazu;"sister-in-law (sister of a woman's husband, wife of a woman's brother);";;;;;;/????/;ñadu
InekeSmeets;Noun;ñazuwen;"sisters-in-law;";;;;;;/????wën/;ñaduwen
InekeSmeets;Intransitive;ñazuyew-;to be sisters-in-law.;;;;;;/????jëw/;ñaduyew-
