Theme;Is Under The Theme;Word;Translation;Image;Definition;Conjugation;Declensions;Examples;Pronunciation;OLD
Sufijos;;-tu-;Sufijo verbal. Al comparar una situación pasada con una presente, indica el cambio de estado del verbo.;;;;;Kümelkaletun. ‘Ahora estoy bien.’ Txemotun. ‘Me sané.’ Newentuletun. ‘Ahora me fortalecí.’;;8
Sufijos;;-ge-;Sufijo verbal. Cuando se une a un verbo indica que el sujeto padece o recibe la acción de ese verbo. Cuando se une a un sustantivo o adjetivo, al verbo ser (por ejemplo soy trabajador, estudiante, etc) y en otros casos a estar con o tener (estoy con esposo que es lo mismo que decir tengo esposo).;;;;;Magelgen. ‘Fui invitado.’ Weñeñmagey. ‘Me robaron’. Gütxümgey. ‘Me llamaron.’ Chillkatufegey. ‘Es estudiante.’ Küzawfegelay ‘No es trabajadora.’ Kuregen. ‘Estoy casado. Tengo esposa.’ Newengey. ‘Tiene fuerza. Es forzudo.’;;5
Sufijos;;-geke-;Sufijo verbal compuesto. Equivale a oraciones que empiezan con se, por ejemplo ‘se vende’. Es lo que se llama verbo impersonal. Es una forma muy común al hablar de pasos en una receta, por ejemplo.;;;;;Fenzegekey. ‘Se vende.’ Gillagekey. ‘Se compra.’ Zuamgekey wagku yafütuwe mu. ‘Se necesitan sillas en el comedor.’;;4
Sufijos;;-rke-;Expresa sorpresa o que la persona se da cuenta en ese momento de lo que está diciendo. En el contexto donde uno se sorprende con algo. Equivale a decir ‘veo que...’ Después de consonante se escribe ~-ürke-. Tiene una forma libre »ürke.;;?;;;Miyawürkey. ‘Veo que andaba.’ Amuperkeafun ‘hubiese ido, pude haber ido.’;;0
Sufijos;;-pa-;aquí. Sufijo verbal de ubicación, que indica que la acción se realiza en el lugar donde está el hablante.;;;;;“Mülepan ta Santiaw mew” pi. ‘Dijo que estaba en Santiago.’;;7
Sufijos;;-pu-;allá. Sufijo verbal de ubicación, que indica que la acción se realiza en un lugar alejado del hablante.;;;;;;;0
Sufijos;;-we;Sufijo que agregado a numerales indica esa cantidad de días, puede ser en el pasado o en el futuro.;;;;;"Epuwe mew. ‘antes de ayer; pasado mañana’.";;0
Sufijos;;-wela-;Sufijo verbal compuesto que agregado al verbo indica que la acción o situación se ha dejado de realizar o ya no persiste.;;;;;Müte fente awkantuwelay. ‘Ya no jugó mucho como antes.’;;0
Sufijos;;-la-;Sufijo verbal. Es una de las tres formas de negación. Se une a verbos que usan los marcadores de persona del modo indicativo.;;;;;Amulay. ‘No fue.’ Mapuchegelaygün. ‘No son mapuche.’;;
Sufijos;;-le-;Sufijo verbal. Indica que la acción se está realizando o está de determinada manera. Equivale a verbos como ‘estar haciendo’ o estar de determinada manera ‘sentado, de pie, etc’. Después de verbos terminados en consonante, se suele escribir ~-küle-.;;;;;Rülelen. ‘Estoy resfriado’. Külfünkülen. ‘Estoy alentado, activo.’;;
Sufijos;;-lewe-;Sufijo verbal compuesto. quedar. Después de una consonante, cambia a ~-külewe-.;;;;;Kiñe txipantulewey. ‘Queda un año, falta un año.’;;3
Sufijos;;-lu;Forma verbal -lu, equivale al ‘que’ del español en frases como ‘que tiene’, ‘que es’, etc.;;;;;Kiñe ruka nielu küla umawtuwe. ‘Una casa que tiene tres dormitorios’;;4
Sustantivos;;lefpürawe;neo. ascensor;;;;;;;4
Sustantivos;;üñi;nieve;;;;;üñi pire ‘nieve’. Üñi pirey ‘Nevó’.;;
Sustantivos;;az;forma, aspecto, características.;;;;;Eymi tami waria, ¿chem az am ta niey? ‘Tu ciudad qué aspecto tiene.’;;2
Sustantivos;;azelfe;ingeniero, ingeniera;;;;;;;1
Sustantivos;;azelkarukafe;arquitecto, arquitecta.;;;;;;;1
Sustantivos;;azentu;imágen. Var. ~azentun.;;;;;;;2
Sustantivos;;azentufe;fotógrafo, fotógrafa.;;;;;Montxe ta azentufegey. ‘Montxe es fotógrafa.’;;1
Sustantivos;;azkakafe;creativo, creativa.;;;;;Azkakafegey ka tagküfegey feytachi küzawfe. ‘Es creativo y obediente este trabajador.’;;11
Sustantivos;;Azkintupelikulawe;neo. cine »pegelnegümazwe;;;;;;;10
Sustantivos;;azkunu-;dejar arreglado, en orden.;;;;;;;5
Sustantivos;;amelkantuwe;teatro.;;;;;Payne ka fey müley ta amelkantuwe. Fey alüy, kiñe fütxa amelkantuwegey. ‘Payne también está en el teatro. Es grande, es un teatro grande.’;;2
Sustantivos;;amukawe;auto, vehículo.;;;;;Zuamnole ñi amual amukawe mew, amuaygün yelchekawe mew. ‘Si no desean ir en auto, irán en micro.’  Amukey küzaw mu amukawe mu. ‘Va al trabajo en auto.’;;2
Sustantivos;;achawall;pollo, gallina.;;;;;Korü achawall ‘Sopa de pollo’, achawall egu poñü ‘pollo con papas’.;;6
Sustantivos;;afkazi;compañero, compañera.;;;;;Gütxümi ñi epu afkazi. ‘Llamó a sus dos compañeros.’;;
Sustantivos;;aku;esp. ajo. Var. ~akuz.;;;;;Foro aku ‘diente de ajo’. Falfalgekey ta aku. ‘Se sofríe el ajo.’;;5
Sustantivos;;akuz;Var. ~aku, ~asus.;;;;;;;
Sustantivos;;ayentufe;burlista, persona que se burla.;;;;;Delia ayentufegey. ‘Delia es una persona burlista.’;;11
Sustantivos;;age;cara, rostro.;;;;;;;8
Sustantivos;;are¹;calor.;;;;;Are kam wütxe ‘calor o frío’.;;2
Sustantivos;;aros;esp. arroz.;;;;;Zewmayafuyu achawall egu aros müten. ‘Podríamos hacer pollo con arroz nomás.’;;5
Sustantivos;;asukura;esp. azúcar.;;;;;Fente küme rügümgekey asukura egu pichi alhün. ‘Hay que dejarla bien molidita, revueltita con azúcar, que sea un buen poquitito.’;;5
Sustantivos;;allfeñ;herida.;;;;;Püchi allfeñ ‘rasmillón’.;;
Sustantivos;;allfiza;arveja.;;;;;Müna kümey ta achawall egu ta allfiza. ‘Es muy bueno el pollo con arvejas.’;;5
Sustantivos;;apio;esp. apio.;;;;;Katxükagekey ta apio. ‘Se pica el apio.’;;5
Sustantivos;;awar;esp. habas.;;;;;Tukukawe mew müley awar, wa, ka poñü. ‘En la huerta, hay habas, choclo y papas.’;;2
Sustantivos;;awkantufe;deportista.;;;;;Kom ti pu awkantufe amuay paliwe mew. ‘Todo los jugadores irán a la cancha de palín.’;;1
Sustantivos;;awkantupeyüm;juguete.;;;;;;;6
Sustantivos;;awkantuwe ruka;estadio.;;;;;;;2
Sustantivos;;awkiñ;sonido, eco.;;;;;;;*
Sustantivos;;alüpürazumel;bota.;;;;;;;6
Sustantivos;;aliwen;árbol.;;;;;Karüke aliwen ‘árboles verdes’. Müley fütxake aliwen. ‘Hay grandes árboles.’;;2
Sustantivos;;anümka;planta, árbol.;;;;;Feychi pewü mew wegetukey tañi thapül kom fill anümka. ‘En el tiempo de la primavera, se ven hojas nuevas en los árboles.’;;2
Sustantivos;;anütxipawe;taza del baño, inodoro, wáter.;;;;;;;4
Sustantivos;;antü²;sol.;;;;;Küyen ka antü ‘la luna y el sol’.;;1
Sustantivos;;zalluntukufe;fiscal.;;;;;;;1
Sustantivos;;zapikutxanfe;enfermero, enfermera.;;;;;;;1
Sustantivos;;zeyiñ;volcán. Var. de ~zeqiñ;;;;;;;
Sustantivos;;zeqüñ;Var. de ~zeqiñ.;;;;;;;
Sustantivos;;zeqiñ;volcán.;;;;;;;1
Sustantivos;;zegüll;porotos.;;;;;;;5
Sustantivos;;zewmaiyaelfe;chef, cocinero, cocinera.;;;;;Iñche zewmaiyaelfegen. Müna kümeke yaqel zewmaken. ‘Soy cocinero. Preparo muy buenas comidas.’;;
Sustantivos;;zewmayaelfe;Var. de ~zewmaiyaelfe.;;;;;;;11
Sustantivos;;zewmayalfe;Var. de ~zewmaiyaelfe.;;;;;;;
Sustantivos;;zewmum;neo. terminación verbal.;;;;;;;*
Sustantivos;;ziam;neo. objetivo.;;;;;Ti zigealchi zugu kam ziam. ‘El objetivo a alcanzar o objetivo.’;;*
Sustantivos;;zipowün;inyección.;;;;;;;8
Sustantivos;;zipolyaelwe;tenedor.;;;;;;;9
Sustantivos;;ziweñ;digüeñes.;;;;;;;5
Sustantivos;;ziwillko;agua con harina.;;;;;;;5
Sustantivos;;zomo;mujer.;;;;;;;1
Sustantivos;;zuam;propósito, intención, idea, decisión, motivo.;;;;;¿Konafuymi tüfachi zuam mew? ‘¿Participarías de esta idea?’;;12
Sustantivos;;zumel;zapatos.;;;;;;;6
Sustantivos;;zumiñ¹;oscuridad.;;;;;Zumiñ egu pelon feyfeykülewekey müten. ‘Se queda así con oscuridad y luz.’;;4
Sustantivos;;zugu;asunto. En algunos contextos puede equivaler a ‘problema’.;;;;;Küme zugu ‘buen asunto’, zugu no ‘no hay problema’. ¿Chem zugu nieymi? ‘¿Qué asunto tienes?’;;1
Sustantivos;;zuguwün;conversaciones.;;;;;Allkütufe ti zuguwün. ‘Escucha las conversaciones.’;;*
Sustantivos;;zullikan;selección.;;;;;Zullikan küzaw ‘ejercicio de selección’.;;
Sustantivos;;ümawtuwe;Var. de ~umawtuwe;;;;;;;
Sustantivos;;ükülla;rebozo. Prenda que se coloca sobre los hombros.;;;;;;;6
Sustantivos;;üy;nombre.;;;;;;;1
Sustantivos;;üñü;murtilla, murta.;;;;;;;2
Sustantivos;;üñüm;ave.;;;;;;;2
Sustantivos;;üñümpañilwe;neo. avión.;;;;;;;12
Sustantivos;;ürkütuwe;sala de estar, living.;;;;;Ti ruka niey epu ürkütuwe. ‘La casa tiene dos living.’;;4
Sustantivos;;üllcha zomo;mujer joven. »zomo;;;;;Kiñe üllcha zomo Ilaria. ‘Hilaria es una mujer joven.’;;1
Sustantivos;;ül;canción;;;;;Allkütulan kiñe ül. ‘No escuché una canción.’;;7
Sustantivos;;ülcha zomo;mujer joven.;;;;;;;
Sustantivos;;ülkatufe;cantante. ~ülkantufe;;;;;Fewla pu ülkantufe püchi ülkantumekeygün. ‘Ahora algunos cantantes cantan un poco.’;;1
Sustantivos;;ülkatun;canto. ~ülkantun;;;;;;;
Sustantivos;;ülkantufe;cantora, cantor.;;;;;;;11
Sustantivos;;ülga foro;muela. ~ülga;;;;;Javiera ta kutxani tañi ülga foro. ‘A Javiera le duele la muela.’;;8
Sustantivos;;maki;maqui.;;;;;;;5
Sustantivos;;makuñ;manta, poncho.;;;;;;;6
Sustantivos;;mate;mate, yerfa mate;;;;;;;5
Sustantivos;;matematika;esp. matemáticas.;;;;;;;6
Sustantivos;;matxa;pantorrilla.;;;;;Matxa wilki. ‘Patas de zorzal’.;;8
Sustantivos;;marte;esp. martes.;;;;;Marte antü mew ‘el día martes’.;;?
Sustantivos;;masan;masa.;;;;;;;5
Sustantivos;;malle;"tío paterno; sobrino. Término recíproco del lado paterno.";;;;;Malle ñawe ‘sobrina’, malle fotüm ‘sobrino’.;;3
Sustantivos;;mapu;territorio.;;;;;;;1
Sustantivos;;mapuzugufe;hablante de mapuzugun;;;;;;;11
Sustantivos;;mapuzugun;mapuzugun, idioma mapuche.;;;;;;;1
Sustantivos;;mawün;lluvia.;;;;;;;2
Sustantivos;;mawiza;monte, montaña.;;;;;Mawiza mew ‘en la montaña’.;;9
Sustantivos;;malal;cerco.;;;;;;;2
Sustantivos;;man;derecha.;;;;;Man püle ‘hacia la derecha’. Man pülelechi kawell kurügey.;;2
Sustantivos;;mantekilla;esp. mantequillla.;;;;;;;5
Sustantivos;;mansana;manzana.;;;;;;;5
Sustantivos;;müchay²;michay.;;;;;;;5
Sustantivos;;mütxümwe;Var. de ~gütxümwe.;;;;;;;
Sustantivos;;müñetuwe;ducha, bañadera.;;;;;;;4
Sustantivos;;mürke;harina tostada.;;;;;;;5
Sustantivos;;müpülwe;aeropuerto.;;;;;;;2
Sustantivos;;mülan;salsa.;;;;;Mülan tomate ‘salsa de tomate’;;5
Sustantivos;;mülewe;lugar.;;;;;Itxofill mülewe ‘diversos lugares’;;10
Sustantivos;;mültxün;catuto.;;;;;;;5
Sustantivos;;metxo;esp. metro.;;;;;;;0
Sustantivos;;merkeñ;merquén, merkén.;;;;;;;5
Sustantivos;;mesa;esp. mesa. »reqtuwe;;?;;;Nielan kiñe mesa no rume chew tañi küzawam. ‘No tengo ninguna mesa donde trabajar.’;;4
Sustantivos;;mellfü;labios.;;;;;;;8
Sustantivos;;melinoraz;neo. tabla, recuadro, cuadro. Se puede pluralizar como melikenoraz.;;;;;Allkütuge ka apolge ti rakin zugu tüfachi melikenoraz mew. ‘Escucha el audio y completa los numeros que corresponden en los cuadros vacios.’;;12
Sustantivos;;mediku;esp. médico, médica. ~meziku.;;;;;;;1
Sustantivos;;mierkole;esp. miércoles.;;;;;Mierkole antü mew ‘el día miércoles’.;;?
Sustantivos;;miski;miel.;;;;;;;5
Sustantivos;;minutu;esp. minuto.;;;;;Afümgekey 15 minutu mew. ‘Se cuecen por 15 minutos.’;;2
Sustantivos;;moto;esp. moto.;;;;;;;
Sustantivos;;mogewe;alimento.;;;;;;;5
Sustantivos;;mogen;"vida; seres vivos.";;;;;Lafken mew müley itxofill mogen. ‘En el mar hay diversidad de vida’;;10
Sustantivos;;moron;esp. morrón.;;;;;;;5
Sustantivos;;muzay;muday.;;;;;;;5
Sustantivos;;musika;esp. música.;;;;;Fente newentu allkütukilfige musika. ‘No escuches música tan fuerte.’;;
Sustantivos;;munulogko;paño que envuelve la cabeza.;;;;;;;6
Sustantivos;;chazi;sal.;;;;;;;5
Sustantivos;;chachay;papito, señor. (trato a hombre adulto mayor y también a niño).;;?;;;¿Chumgechi kimimi tüfachi küzaw chachay? ‘¿Cómo sabe este trabajo, señor?’;;
Sustantivos;;chakay;una planta con ese nombre.;;?;;;;;2
Sustantivos;;chaketa;esp. chaqueta.;;;;;;;6
Sustantivos;;charawilla;ropa interior.;;;;;;;6
Sustantivos;;challa;olla.;;;;;Tukugekey tati fizeo kiñe challa mew. ‘Se ponen los fideos en una olla.’;;5
Sustantivos;;challwa;pez, pescado.;;;;;Lewfü mew gelay fütxake yene, püchike challwa müley. ‘En el río no hay grandes cetáceos, hay pequeños peces.’;;5
Sustantivos;;challwa welukawe;pescadería.;;;;;¿Chem fenzekey che challwa welukawe mew? ‘¿Qué vende la gente en la tienda de pescados?’;;6
Sustantivos;;challwafe;pescador, pescadora.;;;;;;;11
Sustantivos;;challwafe; pescador, pescadora;;;;;;;11
Sustantivos;;chaw¹;papá, padre.;;;;;;;1
Sustantivos;;chaw²;señor. Exc. de mujer a un hombre adulto.;;;;;;;1
Sustantivos;;chaway;aros.;;;;;Zuamnien kiñe we chaway. ‘Necesito aros nuevos.’;;6
Sustantivos;;chalientun;despedida.;;;;;;;1
Sustantivos;;chaliwün;saludos y despedidas.;;;;;;;1
Sustantivos;;chalin;saludo.;;;;;Fillke chalin ‘saludos’, chalin epu wentxu ‘saludo entre dos hombres’, chalin epu zomo ‘saludo entre dos mujeres’.;;*
Sustantivos;;chalintukun;saludo y presentación.;;;;;;;1
Sustantivos;;che;gente, persona, personas.;;;;;¿Temuko che am ta eymi? ‘¿Eres persona de Temuko?’;;1
Sustantivos;;chezki;"abuelo materno; nieto, nieta. Término recíproco del lado materno.";;;;;;;3
Sustantivos;;chezkuy;suegro, yerno. Relación recíproca entre un suegro y su yerno.;;;;;;;3
Sustantivos;;chemkün;objetos, cosas.;;;;;Niey kiñeke chemkün müten. ‘Tiene algunas cosas solamente. ¿Chem chemkün gillay Rosa? ‘¿Qué cosas compró Rosa?’;;4
Sustantivos;;chewkümpen;televisor;;;;;Azkintulenolmi chewkümpen, chogümafimi. ‘Si no estás mirando televisión, apágala.’;;4
Sustantivos;;chimpiru;esp. sombrero. Var. de ~chumpiru.;;;;;;;6
Sustantivos;;chiripa;chiripá. Una prenda masculina que envuelve la cintura y piernas.;;;;;;;6
Sustantivos;;chillka;letra. Algún material que contenga letras como una carta, cartel o libro.;;?;;;Fey tukuy kiñeke püchike chillka ruka mew. ‘Colocó unos cartelitos en la casa.’;;
Sustantivos;;chillkatufe;estudiante.;;;;;Iñchiñ ta meli chillkatufe geyiñ. ‘Nosotros somos cuatro estudiantes.’;;1
Sustantivos;;chillkatuwe;escuela.;;;;;;;2
Sustantivos;;chillkatun;estudios, carrera de estudios.;;;;;Petu kimlay ñi chem chillkatun inayal. ‘Todavía no sabe qué carrera seguir.’;;11
Sustantivos;;chompa;esp. suéter, chaleco.;;;;;;;6
Sustantivos;;choküm;sobrino, sobrina. Hijos de la hermana (exc. hombre). »püñeñtuku, ñukentu;;;;;;;3
Sustantivos;;chokolate;esp. chocolate.;;;;;;;5
Sustantivos;;choyün;hijos, hijas.;;;;;;;3
Sustantivos;;chogümkütxalfe;bombero, bombera.;;;;;;;1
Sustantivos;;chumpiru;esp. sombrero. Var. ~chumpiru.;;;;;;;
Sustantivos;;chuchu;"abuela materna; nieto, nieta. Término recíproco del lado materno.";;;;;Tañi chuchu ñi ruka mew kimün. Kimeltuenew tañi chuchu yem. ‘Aprendi en casa de mi abuela materna. Mi difunta abuela me enseñó.’;;3
Sustantivos;;empüresa;var ~empresa.;;;;;;;11
Sustantivos;;empresa;esp. empresa.;;;;;Küzawken Conce mew, kiñe empresa mu. ‘Trabajo en Conce, en una empresa.’;;1
Sustantivos;;eñumalwe;Var. de ~eñumyaelwe.;;;;;;;
Sustantivos;;eñumtuwe;calefacción.;;;;;¿Niey eñumtuwe? ‘¿Tiene calefacción?’;;4
Sustantivos;;eñumyaealwe;horno microondas. Var. ~eñumalwe.;;;;;;;4
Sustantivos;;esenario;esp. escenario.;;;;;;;
Sustantivos;;elado;esp. helado.;;?;;;Iñche amuli Temuko mew, eladotuan.  ‘Si yo voy a Temuko, comeré helado.’;;9
Sustantivos;;elchillkafe;bibliotecario, bibliotecaria;;;;;;;1
Sustantivos;;elchillkawe;biblioteca;;;;;;;1
Sustantivos;;eltuiyaelwe;despensa, mueble de cocina;;;;;;;4
Sustantivos;;eltukawe;mueble;;;;;;;4
Sustantivos;;eltuwezakeluwe;ropero, clóset;;;;;;;4
Sustantivos;;elranwe;monedero.;;;;;¿Chew chi müley tañi elranwe? ‘¿Dónde está mi billetera?’;;6
Sustantivos;;elpelotuwe;velador, donde se deja una lámpara;;;;;;;4
Sustantivos;;enero;esp. enero.;;;;;;;1
Sustantivos;;eneru;Var. de ~enero.;;;;;;;
Sustantivos;;entuzugufe;periodista;;;;;;;1
Sustantivos;;fateria;esp. batería.;;;;;Fateriatukantumekeygün.‘Están ocupados tocando batería.’;;
Sustantivos;;fayümko;cerveza, agua de fermentación. »serfesa;;;;;Fayümko fotella ‘botella de cerveza’;;
Sustantivos;;fagku;esp. banco. Var. ~fanku.;;;;;;;2
Sustantivos;;falke;hombros.;;;;;;;8
Sustantivos;;fanentuwe;pesa, romana.;;;;;;;2
Sustantivos;;fanku;Var. de ~fagku.;;;;;;;
Sustantivos;;fücha wentxu;anciano, hombre mayor.;;;;;;;
Sustantivos;;füta;esposo.;;;;;;;3
Sustantivos;;fütache;anciano, hombre mayor, viejo. »che;;;;;;;1
Sustantivos;;fütxa chillkatuwe;universidad.;;;;;;;2
Sustantivos;;fütxa yelchekawe;bus.;;;;;Feychi fütxa yelchekawe txipayay mari aylla antü Temuko mew. ‘Este bus saldrá el diecinueve de Temuco.’;;2
Sustantivos;;fütxa gillakawe;supermercado.;;;;;;;2
Sustantivos;;fürene-;hacer un favor.;;;;;Fürenen. ‘Me haces el favor. Por favor.’;;6
Sustantivos;;füriwe;sartén.;;;;;;;6
Sustantivos;;fün;fruta.;;;;;Fün igekey fill antü. ‘Se come fruta cada día.’;;5
Sustantivos;;femün;verbo, acción.;;;;;;;4
Sustantivos;;feria;esp. feria. »welukawe;;;;;Domingo antü amuan feria mu. ‘El día domingo iré a la feria.’;;4
Sustantivos;;fenzefe;esp. vendedor.;;;;;;;6
Sustantivos;;fenzekawe;esp. tienda.;;;;;;;2
Sustantivos;;fenzetakunwe;esp. tienda de ropa.;;;;;;;2
Sustantivos;;fizeo;esp. fideos.;;;;;Fizeo egu mülan tomate ‘Fideos con salsa de tomate.’ Chaziñmagekey fizeo. ‘Se salan los fideos’.;;5
Sustantivos;;fierne;esp. viernes.;;;;;Fierne antü mew ‘el día viernes’. Amelkantun fierne puliwen mew. ‘Teatro los viernes en la mañana.’;;?
Sustantivos;;fitxun;humo.;;;;;;;10
Sustantivos;;firkümwe;refrigerador.;;;;;;;4
Sustantivos;;fillem;cosas, materiales, provisiones, toda clase de algo.;;;;;Prieto rüpü tañi ruka zoy püchi txipay ta fillem. ‘En la casa de la calle Prieto salen más baratas las provisiones.’ Ka kiñechi amurkey waria mew, fey gillakarkey kom fillem küpaltual ruka mew. ‘Una vez compró distintas cosas para traer a la casa.’;;2
Sustantivos;;fillka;"cuñado, cuñada. Hermano del esposo (exc mujer); esposa del hermano (exc hombre).";;?;;;;;3
Sustantivos;;fotüm;hijo (exc hombre).;;;;;Kuan tañi fotüm ‘el hijo de Juan’.;;3
Sustantivos;;fotella;esp. botella.;;;;;Fotella tukugekey koñküpüwe mew. ‘La botella se pone en el basurero.’;;9
Sustantivos;;fotxa;barro.;;;;;;;2
Sustantivos;;foro;huesos, dientes.;;;;;;;8
Sustantivos;;franceszugun;esp. idioma francés. Var. ~füransezugun.;;;;;Petu chillkatun franceszugun. ‘Estoy estudiando francés.’;;
Sustantivos;;furi²;espalda.;;;;;¿Chumley tami furi? ‘¿Cómo estás de la espalda?’;;
Sustantivos;;impolkuwüwe;guantes.;;;;;;;6
Sustantivos;;impolpelwe;bufanda, cuello. Prenda que envuelve el cuello.;;;;;;;6
Sustantivos;;impolnamunwe;calcetín.;;;;;;;6
Sustantivos;;ituwe;restorán.;;;;;;;2
Sustantivos;;iyael;comida preparada.;;;;;;;5
Sustantivos;;iyaelfe;cocinero, cocinera.;;;;;;;1
Sustantivos;;iyaelwe;cocina, habitación donde se cocina.;;;;;;;4
Sustantivos;;igkachefe;abogado, abogada.;;;;;;;1
Sustantivos;;igkañpechefe;abogado, abogada.;;;;;;;11
Sustantivos;;igleszugufe;hablante de inglés.;;;;;;;11
Sustantivos;;illkufe;persona furiosa.;;;;;;;
Sustantivos;;iwüzpel;bufanda, cuello. Prenda que se enrolla en el cuello.;;;;;;;6
Sustantivos;;iwiñ;grasa, manteca.;;;;;;;5
Sustantivos;;iwiñ kofke;sopaipilla, torta frita.;;;;;;;5
Sustantivos;;ilo;carne.;;;;;Ilo achawall ‘carne de pollo’.;;5
Sustantivos;;inarumechefe;neo. antropólogo, antropóloga;;;;;;;
Sustantivos;;inarumechen;antropología;;;;;;;
Sustantivos;;inaltu lafken;playa.;;;;;Wüle amuan inaltu lafken mew nar antü mew. ‘Mañana iré a la playa en la tarde.’;;12
Sustantivos;;interne;en. internet.;;;;;Petu kintuygu kiñe zugu interne mew. ‘Están buscando algo en internet.’ Azkintun interne mew tunte txipay chi entrada, ka newe tunte txipalay. ‘Miré en internet cuánto sale la entrada, y no sale tanto.’;;10
Sustantivos;;ingleszugu;esp. idioma inglés. Var. ~inqles, igles;;?;;;Chillkatumey ingleszugun. ‘Fue a estudiar inglés.’?;;7
Sustantivos;;kazill;pared.;;;;;;;4
Sustantivos;;kamiseta;esp. camiseta;;;;;Entuwge tami kamiseta. ‘Sácate la camiseta.’;;
Sustantivos;;kafe;esp. café.;;;;;Fill antü kafetukey. ‘Toma café cada día.’;;5
Sustantivos;;kafetuwe;cafetería.;;;;;;;2
Sustantivos;;kafon;esp. jabón.;;;;;;;6
Sustantivos;;katxütupelonwe;neo. cortinas.;;;;;;;
Sustantivos;;katxütxetxiwe;gafas para el sol.;;;;;;;6
Sustantivos;;katxüntuku;habitación.;;;;;wekun katxüntuku ‘habitación exterior’. ¿Chumten katxüntuku ruka zuamniey ta Karlos? ‘¿Cuántas piezas necesita Carlos?’;;4
Sustantivos;;kagelu¹;el otro, la otra.;;;;;Ti ruka mülelu Prieto rüpü ta zoy püchi kagelu mew. ‘La casa que está en la calle Prieto es más pequeña que la otra.’ Kiñe zoy alüy, kagelu zoy püchi. ‘Uno es muy grande, el otro más chico.’;;2
Sustantivos;;kara;pueblo.;;;;;Faw müley kiñe püchi kara. ‘Aquí hay un pueblo pequeño.’;;1
Sustantivos;;karafe;esp. jarabe.;;;;;;;8
Sustantivos;;karey;plástico.;;;;;Karey witxu ‘cuchara de plástico’, rügechi karey metawe ‘cántaro de plástico bien grueso’.;;9
Sustantivos;;kartel;esp. cartel.;;;;;;;9
Sustantivos;;karu;vaso.;;;;;Kiñe karu mu tukuaymi püchin asukura. ‘En un jarro colocarás un poco de azúcar.’;;4
Sustantivos;;karukatu;vecino, vecina.;;;;;¡Mari mari karukatu! ‘¡Hola vecina!?’;;6
Sustantivos;;kawell;caballo.;;;;;Ilo kawell ‘carne de caballo’.;;2
Sustantivos;;kalülküzawwe;gimnasio.;;;;;;;2
Sustantivos;;kaja;esp. caja.;;;;;Zoy pataka kaja ufaz zewmay. Müna küzawfegey. ‘Hizo más de cien cajas de uvas. Es muy trabajador.’;;11
Sustantivos;;küzaw;trabajo.;;;;;Fachantü ta pepi amulayan küzaw mu. ‘Hoy no podré ir al trabajo.’ Nielan küzaw. ‘No tengo trabajo.’  Kiñeke mew ürküngey welu müna ayiken tañi küzaw. ‘A veces es agotador, pero me gusta mucho mi trabajo.’;;1
Sustantivos;;küzawfe;trabajador, trabajadora.;;;;;Nielan kümeke küzawfe. ‘No tengo buenos trabajadores.’ Müna küzawfegey. ‘Es muy buen trabajador.’;;11
Sustantivos;;küme pewe;lentes, anteojos.;;;;;;;6
Sustantivos;;kümeelchemkünfe;mecánico, mecánica »kümeel-;;;;;;;1
Sustantivos;;kümentu-;gustarle algo, por ejemplo comida. Para ‘gustar’ más en general se utiliza »ayi-;;;;;Kümentuken ta tomate. ‘Me gusta el tomate.’ Kankan ilo kay, ¿kümentukeymi? ‘¿Y te gusta la carne asada?’;;5
Sustantivos;;kümka;piscina, pileta.;;;;;Weyültuy kümka mew. ‘Nadó en la piscina.’ Rume kümelkakey tüfachi llako kümka. ‘Está muy bien la piscina de agua tibia.’;;7
Sustantivos;;küchaforopeyüm;Var. de ~küchaforowe.;;;;;;;4
Sustantivos;;küchaforowe;cepillo de dientes. Var. ~küchaforopeyüm.;;;;;;;6
Sustantivos;;küchakuwüwe;lavamanos.;;;;;;;4
Sustantivos;;küchawe;lavandería.;;;;;;;4
Sustantivos;;kütxal;fuego.;;;;;;;0
Sustantivos;;kütxalkürüf;gas.;;;;;Niey ta kütxalkürüf eñumtuwe. ‘Tiene calefacción a gas.’;;4
Sustantivos;;kütxalkowe;gasolinera, bencinera.;;;;;;;2
Sustantivos;;kütxüg;paquete, atado, ramo.;;;;;;;6
Sustantivos;;küyen;luna, mes.;;;;;¿Chumte fali tüfachi ruka kiñe küyen mu? ‘¿Cuándo vale esta casa al mes?’;;1
Sustantivos;;kürüf;viento.;;;;;;;2
Sustantivos;;küllay;champú, quillay. Var. ~liftulogkowe.;;;;;;;
Sustantivos;;külleq;falda de un cerro, pendiente;;;;;;;2
Sustantivos;;küpam;chamal. Prenda femenina que enrolla el cuerpo.;;;;;;;6
Sustantivos;;küpalme;origen familiar. »küpan;;;;;;;1
Sustantivos;;küpan;origen familiar. »küpalme;;;;;;;1
Sustantivos;;küwü;Var. de ~kuwü.;;;;;;;
Sustantivos;;külantu;cilantro. Var. ~kulantxu.;;;;;;;5
Sustantivos;;küna;paja.;;;;;;;2
Sustantivos;;ketxafe;agricultor, agricultora.;;;;;;;11
Sustantivos;;ketxe;mentón.;;;;;;;8
Sustantivos;;kesu;esp. queso;;;;;;;5
Sustantivos;;kelleñ;frutilla, fresa.;;;;;;;5
Sustantivos;;kelluchefe;asistente social.;;;;;;;11
Sustantivos;;kewün;lengua.;;;;;;;8
