uniqueid,title,slug,chillka,grammar,gram,def,exe,source,audio,wpcontrol,table,wpid
22081923,piru,piru,p,sustantivo,s,gusano.,"Tüfa egün ikey fill kakerume püchike pülü, püchike piru ka püchike llampüzkeñ. ‘Estos comen toda clase de moscas, gusanitos y mariposas pequeñas.’ [TPU]",,,20200818,,22939
22082001,pisa,pisa,p,sustantivo,s,esp. pizza.,Pisaken. ‘Hago pizzas.’ [MPZL],,"<audio id=""22082001"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/22082001.mp3""></audio><div><a onclick=""document.getElementById('22082001').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22531
2208200618,piseñ,piseñ,p,sustantivo,s,pidén.,,,,20220124,,23068
2.20821E+17,pillmayken,pillmayken,p,sustantivo,s,golondrina.,"Pilmaykeñ ta müna küme püchi üñüm, allwe asul llümllümi tañi pichuñ, tañi rüku fülagi. ‘La golondrina es un pajarito muy bonito su color es azul brilloso y su pecho es blanco.’ [TPU]",,,20200818,,22940
2.20824E+11,piwü -,piwü -,p,verbo,vi,secarse (al sol).,,,"<audio id=""220824030027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/220824030027.mp3""></audio><div><a onclick=""document.getElementById('220824030027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">piwü<strong>pe egün</strong></td></tr></tbody></table",22532
2.20824E+13,piwüm -,piwüm -,p,verbo,vt,secar.,,,,20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>ün</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>imi</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>ülmi</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>i</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>iyu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>imu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>ülmu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>igu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>iyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>imün</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>ülmün</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>igün</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">piwüm<strong>pe egün</strong></td></tr></tbody></table",22533
2.20824E+13,piwümwe,piwümwe,p,sustantivo,s,secadora,,,,20200404,,22534
22082406,piwe,piwe,p,sustantivo,s,"delivery, donde se pide.",,,,20200404,,22535
2208240906,piwke,piwke,p,sustantivo,s,corazón.,,,,20200812,,22536
2.20824E+17,piwkeye -,piwkeye -,p,verbo,vt,amar.,"Kimfiñ kiñe zomo Punta Arenas mew tuwlu, Susan pigey ka rume piwkeyewiyu tati. ‘Conocí una mujer de Punta Arenas, llamada Susan, y nos enamoramos.’ [MPZL]",,,20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">piwkeye<strong>pe egün</strong></td></tr></tbody></table",22537
2.20824E+31,piwke chagüll kuwü,piwke_chagüll_kuwü,p,sustantivo,s,dedo cordial.,,,,20200812,,22538
2208250126,pilan,pilan,p,expresiones,exp,No quiero. Corresponde a la negación del verbo »pin con su significado de ‘querer’,,,,20200404,,22539
2208252326,pilun,pilun,p,sustantivo,s,oreja.,,,,20200404,,22540
2208260201,pinza,pinza,p,sustantivo,s,picaflor.,"Tati pinza pikeelchi püchi üñüm zoy püchiy ta chezkeñ mew. ‘El pajarito, que se llama picaflor, es más pequeñito que el chercán.’ [TPU]",,,20200818,,22941
2.20826E+17,pintuku -,pintuku -,p,verbo,vi,estampar.,Fey mew pintukuy ñi chem che ñi zuamnien egün.  ‘Ahí estamparon la información sobre lo que necesitan.’ [MPZL],,,20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">pintuku<strong>pe egün</strong></td></tr></tbody></table",22541
2208262326,pinun,pinun,p,sustantivo,s,negación.,Pinun mapuzugun mew ‘negación en mapuzugun’. [MPZL],,,20200404,,22542
221302,poz,poz,p,adjetivo,adj,sucio.,,,,20200404,,22543
2213020027,poz -,poz -,p,verbo,vi,ensuciarse.,,,,20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">poz<strong>ün</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">poz<strong>imi</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>ülmi</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">poz<strong>i</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">poz<strong>iyu</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">poz<strong>imu</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>ülmu</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">poz<strong>igu</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">poz<strong>iyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">poz<strong>imün</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>ülmün</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">poz<strong>igün</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">poz<strong>pe egün</strong></td></tr></tbody></table",22544
2.21302E+13,pozüm -,pozüm -,p,verbo,vt,ensuciar.,,,,20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>ün</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>imi</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>ülmi</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>i</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>iyu</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>imu</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>ülmu</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>igu</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>iyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>imün</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>ülmün</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>igün</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">pozüm<strong>pe egün</strong></td></tr></tbody></table",22545
2.21305E+21,pochogküle -,pochogküle -,p,verbo,vi,estar agachado.,,,,20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">pochogküle<strong>pe egün</strong></td></tr></tbody></table",22546
22130713,pofo,pofo,p,sustantivo,s,"esp. bobo, tonto",Ñi kure ka ñi pichike fothüm chanchu pikünurkey ñi pofopiwkegen. ‘Por ser necio dijo que su esposa e hijitos eran chancho.’ [KTN],HCOM,,20210121,,22956
2213140027,poy -,poy -,p,verbo,vi,"hincharse, inflamarse.",,,,20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">poy<strong>ün</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">poy<strong>imi</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>ülmi</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">poy<strong>i</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">poy<strong>iyu</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">poy<strong>imu</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>ülmu</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">poy<strong>igu</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">poy<strong>iyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">poy<strong>imün</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>ülmün</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">poy<strong>igün</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">poy<strong>pe egün</strong></td></tr></tbody></table",22547
